label,value,slug,optionType
Dr. Y.S. Parmar University of Horticulture and Forestry,dr. y.s. parmar university of horticulture and forestry,dr-ys-parmar-university-of-horticulture-and-forestry,institute
Islamic University of Science and Technology,islamic university of science and technology,islamic-university-of-science-and-technology,institute
Homi Bhabha National Institute,homi bhabha national institute,homi-bhabha-national-institute,institute
VIT Bhopal University,vit bhopal university,vit-bhopal-university,institute
Kavi Kulguru Kalidas Sanskrit Vishwavidyalaya,kavi kulguru kalidas sanskrit vishwavidyalaya,kavi-kulguru-kalidas-sanskrit-vishwavidyalaya,institute
Central University of Punjab,central university of punjab,central-university-of-punjab,institute
The Indian Law Institute,the indian law institute,the-indian-law-institute,institute
Dr. M.G.R. Educational and Research Institute,dr. m.g.r. educational and research institute,dr-mgr-educational-and-research-institute,institute
Lalit Narayan Mithila University,lalit narayan mithila university,lalit-narayan-mithila-university,institute
Vasantrao Naik Marathwada Krishi Vidyapeeth,vasantrao naik marathwada krishi vidyapeeth,vasantrao-naik-marathwada-krishi-vidyapeeth,institute
Swarnim Gujarat Sports University,swarnim gujarat sports university,swarnim-gujarat-sports-university,institute
Maulana Azad National Urdu University,maulana azad national urdu university,maulana-azad-national-urdu-university,institute
Mahatma Phule Krishi Vidyapeeth,mahatma phule krishi vidyapeeth,mahatma-phule-krishi-vidyapeeth,institute
National Institute of Technology, Goa,national institute of technology, goa,national-institute-of-technology-goa,institute
Mody University of Science and Technology,mody university of science and technology,mody-university-of-science-and-technology,institute
Junagadh Agricultural University,junagadh agricultural university,junagadh-agricultural-university,institute
Ramakrishna Mission Vivekananda University,ramakrishna mission vivekananda university,ramakrishna-mission-vivekananda-university,institute
IFHE Hyderabad,ifhe hyderabad,ifhe-hyderabad,institute
Sri Padmavati Mahila Visvavidyalayam,sri padmavati mahila visvavidyalayam,sri-padmavati-mahila-visvavidyalayam,institute
University of Kota,university of kota,university-of-kota,institute
K.R. Mangalam University,k.r. mangalam university,kr-mangalam-university,institute
Chaudhary Ranbir Singh University,chaudhary ranbir singh university,chaudhary-ranbir-singh-university,institute
Presidency University,presidency university,presidency-university,institute
ICFAI University, Tripura,icfai university, tripura,icfai-university-tripura,institute
Adikavi Nannaya University,adikavi nannaya university,adikavi-nannaya-university,institute
Arunachal University of Studies,arunachal university of studies,arunachal-university-of-studies,institute
National Institute of Technology, Puducherry,national institute of technology, puducherry,national-institute-of-technology-puducherry,institute
Janardan Rai Nagar Rajasthan Vidhyapeeth University,janardan rai nagar rajasthan vidhyapeeth university,janardan-rai-nagar-rajasthan-vidhyapeeth-university,institute
Tilak Maharashtra Vidyapeeth,tilak maharashtra vidyapeeth,tilak-maharashtra-vidyapeeth,institute
National Institute of Technology, Arunachal Pradesh,national institute of technology, arunachal pradesh,national-institute-of-technology-arunachal-pradesh,institute
Sambalpur University,sambalpur university,sambalpur-university,institute
Teerthanker Mahaveer University,teerthanker mahaveer university,teerthanker-mahaveer-university,institute
Jaypee University of Engineering and Technology,jaypee university of engineering and technology,jaypee-university-of-engineering-and-technology,institute
Dev Sanskriti Vishwavidyalaya,dev sanskriti vishwavidyalaya,dev-sanskriti-vishwavidyalaya,institute
Vinoba Bhave University,vinoba bhave university,vinoba-bhave-university,institute
ITM University Gwalior,itm university gwalior,itm-university-gwalior,institute
Rajiv Gandhi National Institute of Youth Development,rajiv gandhi national institute of youth development,rajiv-gandhi-national-institute-of-youth-development,institute
Central University of Kerala,central university of kerala,central-university-of-kerala,institute
Mahatma Gandhi Central University, Motihari,mahatma gandhi central university, motihari,mahatma-gandhi-central-university-motihari,institute
Avinashilingam University,avinashilingam university,avinashilingam-university,institute
Jai Narain Vyas University,jai narain vyas university,jai-narain-vyas-university,institute
Charotar University of Science and Technology,charotar university of science and technology,charotar-university-of-science-and-technology,institute
Babasaheb Bhimrao Ambedkar Bihar University,babasaheb bhimrao ambedkar bihar university,babasaheb-bhimrao-ambedkar-bihar-university,institute
Dr. Balasaheb Sawant Konkan Krishi Vidyapeeth,dr. balasaheb sawant konkan krishi vidyapeeth,dr-balasaheb-sawant-konkan-krishi-vidyapeeth,institute
Jayoti Vidyapeeth Womens University,jayoti vidyapeeth womens university,jayoti-vidyapeeth-womens-university,institute
Indian Institute of Information Technology, Guwahati,indian institute of information technology, guwahati,indian-institute-of-information-technology-guwahati,institute
Tumkur University,tumkur university,tumkur-university,institute
Mewar University,mewar university,mewar-university,institute
ICFAI University, Dehradun,icfai university, dehradun,icfai-university-dehradun,institute
Indira Gandhi University, Meerpur,indira gandhi university, meerpur,indira-gandhi-university-meerpur,institute
Sri Krishnadevaraya University,sri krishnadevaraya university,sri-krishnadevaraya-university,institute
International Institute of Information Technology, Bhubaneswar,international institute of information technology, bhubaneswar,international-institute-of-information-technology-bhubaneswar,institute
Krishna University,krishna university,krishna-university,institute
Central University of Jammu,central university of jammu,central-university-of-jammu,institute
Maharshi Panini Sanskrit Vishwavidyalaya,maharshi panini sanskrit vishwavidyalaya,maharshi-panini-sanskrit-vishwavidyalaya,institute
DAV University,dav university,dav-university,institute
School of Planning and Architecture, Bhopal,school of planning and architecture, bhopal,school-of-planning-and-architecture-bhopal,institute
Shri Lal Bahadur Shastri Rashtriya Sanskrit Vidyapeetha,shri lal bahadur shastri rashtriya sanskrit vidyapeetha,shri-lal-bahadur-shastri-rashtriya-sanskrit-vidyapeetha,institute
Shobhit University,shobhit university,shobhit-university,institute
Jawaharlal Nehru Architecture and Fine Arts University,jawaharlal nehru architecture and fine arts university,jawaharlal-nehru-architecture-and-fine-arts-university,institute
Swami Vivekananda Yoga Anusandhana Samsthana,swami vivekananda yoga anusandhana samsthana,swami-vivekananda-yoga-anusandhana-samsthana,institute
Kerala University of Fisheries and Ocean Studies,kerala university of fisheries and ocean studies,kerala-university-of-fisheries-and-ocean-studies,institute
National Institute of Technology, Mizoram,national institute of technology, mizoram,national-institute-of-technology-mizoram,institute
St. Peters University,st. peters university,st-peters-university,institute
The National University of Advanced Legal Studies,the national university of advanced legal studies,the-national-university-of-advanced-legal-studies,institute
Indira Gandhi Institute of Medical Sciences, Sheikhpura,indira gandhi institute of medical sciences, sheikhpura,indira-gandhi-institute-of-medical-sciences-sheikhpura,institute
Pandit Deendayal Upadhyaya Shekhawati University,pandit deendayal upadhyaya shekhawati university,pandit-deendayal-upadhyaya-shekhawati-university,institute
Maharaja Ranjit Singh Punjab Technical University,maharaja ranjit singh punjab technical university,maharaja-ranjit-singh-punjab-technical-university,institute
University of Gour Banga,university of gour banga,university-of-gour-banga,institute
Aliah University,aliah university,aliah-university,institute
Chanakya National Law University,chanakya national law university,chanakya-national-law-university,institute
National Institute of Technology, Manipur,national institute of technology, manipur,national-institute-of-technology-manipur,institute
National Institute of Pharmaceutical Education and Research, Ahmedabad,national institute of pharmaceutical education and research, ahmedabad,national-institute-of-pharmaceutical-education-and-research-ahmedabad,institute
Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,sri chandrasekharendra saraswathi viswa mahavidyalaya,sri-chandrasekharendra-saraswathi-viswa-mahavidyalaya,institute
Rajiv Gandhi National University of Law,rajiv gandhi national university of law,rajiv-gandhi-national-university-of-law,institute
Maharana Pratap University of Agriculture and Technology,maharana pratap university of agriculture and technology,maharana-pratap-university-of-agriculture-and-technology,institute
Rani Channamma University, Belagavi,rani channamma university, belagavi,rani-channamma-university-belagavi,institute
Dravidian University,dravidian university,dravidian-university,institute
Mahatma Gandhi Antarrashtriya Hindi Vishwavidyalaya,mahatma gandhi antarrashtriya hindi vishwavidyalaya,mahatma-gandhi-antarrashtriya-hindi-vishwavidyalaya,institute
Gurukul Kangri Vishwavidyalaya,gurukul kangri vishwavidyalaya,gurukul-kangri-vishwavidyalaya,institute
Professor Jayashankar Telangana State Agricultural University,professor jayashankar telangana state agricultural university,professor-jayashankar-telangana-state-agricultural-university,institute
Dr K.N. Modi University,dr k.n. modi university,dr-kn-modi-university,institute
Tilka Manjhi Bhagalpur University,tilka manjhi bhagalpur university,tilka-manjhi-bhagalpur-university,institute
Bihar Agricultural University,bihar agricultural university,bihar-agricultural-university,institute
Avantika University,avantika university,avantika-university,institute
Kolhan University,kolhan university,kolhan-university,institute
National Institute of Technology, Sikkim,national institute of technology, sikkim,national-institute-of-technology-sikkim,institute
Lingayas University,lingayas university,lingayas-university,institute
Chandra Shekhar Azad University of Agriculture and Technology,chandra shekhar azad university of agriculture and technology,chandra-shekhar-azad-university-of-agriculture-and-technology,institute
Maharshi Dayanand Saraswati University,maharshi dayanand saraswati university,maharshi-dayanand-saraswati-university,institute
Harcourt Butler Technical University,harcourt butler technical university,harcourt-butler-technical-university,institute
Indira Gandhi Delhi Technical University for Women,indira gandhi delhi technical university for women,indira-gandhi-delhi-technical-university-for-women,institute
Rashtriya Sanskrit Vidyapeetha,rashtriya sanskrit vidyapeetha,rashtriya-sanskrit-vidyapeetha,institute
Tamil Nadu Dr Ambedkar Law University,tamil nadu dr ambedkar law university,tamil-nadu-dr-ambedkar-law-university,institute
Kerala Veterinary and Animal Sciences University,kerala veterinary and animal sciences university,kerala-veterinary-and-animal-sciences-university,institute
Indian Institute of Teacher Education,indian institute of teacher education,indian-institute-of-teacher-education,institute
Babu Banarasi Das University,babu banarasi das university,babu-banarasi-das-university,institute
Forest Research Institute,forest research institute,forest-research-institute,institute
Bhartiya Skill Development University,bhartiya skill development university,bhartiya-skill-development-university,institute
Sri Sathya Sai Institute of Higher Learning,sri sathya sai institute of higher learning,sri-sathya-sai-institute-of-higher-learning,institute
Dr. C.V. Raman University,dr. c.v. raman university,dr-cv-raman-university,institute
Mother Teresa Womens University,mother teresa womens university,mother-teresa-womens-university,institute
Tamil Nadu Physical Education and Sports University,tamil nadu physical education and sports university,tamil-nadu-physical-education-and-sports-university,institute
Career Point University,career point university,career-point-university,institute
Dr. Ram Manohar Lohiya National Law University,dr. ram manohar lohiya national law university,dr-ram-manohar-lohiya-national-law-university,institute
Aryabhatta Knowledge University,aryabhatta knowledge university,aryabhatta-knowledge-university,institute
Rama University,rama university,rama-university,institute
Noida International University,noida international university,noida-international-university,institute
Ravenshaw University,ravenshaw university,ravenshaw-university,institute
IMS Unison University,ims unison university,ims-unison-university,institute
Quantum University,quantum university,quantum-university,institute
Berhampur University,berhampur university,berhampur-university,institute
Doon University,doon university,doon-university,institute
OPJS University,opjs university,opjs-university,institute
Madhav University,madhav university,madhav-university,institute
Indian Institute of Information Technology, Vadodara,indian institute of information technology, vadodara,indian-institute-of-information-technology-vadodara,institute
West Bengal State University,west bengal state university,west-bengal-state-university,institute
Yenepoya University,yenepoya university,yenepoya-university,institute
Chaudhary Devi Lal University,chaudhary devi lal university,chaudhary-devi-lal-university,institute
National Institute of Technology, Nagaland,national institute of technology, nagaland,national-institute-of-technology-nagaland,institute
Vikrama Simhapuri University,vikrama simhapuri university,vikrama-simhapuri-university,institute
Yogi Vemana University,yogi vemana university,yogi-vemana-university,institute
Birsa Agricultural University,birsa agricultural university,birsa-agricultural-university,institute
Periyar Maniammai Institute of Science and Technology,periyar maniammai institute of science and technology,periyar-maniammai-institute-of-science-and-technology,institute
Sri Sri University,sri sri university,sri-sri-university,institute
Kerala University of Health Sciences,kerala university of health sciences,kerala-university-of-health-sciences,institute
Adamas University,adamas university,adamas-university,institute
Dr. Panjabrao Deshmukh Krishi Vidyapeeth,dr. panjabrao deshmukh krishi vidyapeeth,dr-panjabrao-deshmukh-krishi-vidyapeeth,institute
Cotton University,cotton university,cotton-university,institute
Brainware University,brainware university,brainware-university,institute
Indian Institute of Information Technology, Sri City,indian institute of information technology, sri city,indian-institute-of-information-technology-sri-city,institute
Sage University,sage university,sage-university,institute
Sanskriti University,sanskriti university,sanskriti-university,institute
Medi-Caps University,medi-caps university,medi-caps-university,institute
Dharmsinh Desai University,dharmsinh desai university,dharmsinh-desai-university,institute
Singhania University,singhania university,singhania-university,institute
Jain Vishva Bharati Institute,jain vishva bharati institute,jain-vishva-bharati-institute,institute
PEC University of Technology,pec university of technology,pec-university-of-technology,institute
Assam Down Town University,assam down town university,assam-down-town-university,institute
Central Agricultural University,central agricultural university,central-agricultural-university,institute
Karnataka State Law University,karnataka state law university,karnataka-state-law-university,institute
Rayalaseema University,rayalaseema university,rayalaseema-university,institute
Vikram University,vikram university,vikram-university,institute
RK University,rk university,rk-university,institute
Sir Padampat Singhania University,sir padampat singhania university,sir-padampat-singhania-university,institute
Pacific University, India,pacific university, india,pacific-university-india,institute
Fakir Mohan University,fakir mohan university,fakir-mohan-university,institute
National Law University, Orissa,national law university, orissa,national-law-university-orissa,institute
National Law University and Judicial Academy,national law university and judicial academy,national-law-university-and-judicial-academy,institute
Sandip University,sandip university,sandip-university,institute
Sree Sankaracharya University of Sanskrit,sree sankaracharya university of sanskrit,sree-sankaracharya-university-of-sanskrit,institute
Gondwana University,gondwana university,gondwana-university,institute
Rabindranath Tagore University,rabindranath tagore university,rabindranath-tagore-university,institute
Rai University,rai university,rai-university,institute
Sarguja University,sarguja university,sarguja-university,institute
AP Goyal Shimla University,ap goyal shimla university,ap-goyal-shimla-university,institute
University of Science and Technology, Meghalaya,university of science and technology, meghalaya,university-of-science-and-technology-meghalaya,institute
Kaziranga University,kaziranga university,kaziranga-university,institute
Dr.Y.S.R. Horticultural University,dr.y.s.r. horticultural university,drysr-horticultural-university,institute
Satavahana University,satavahana university,satavahana-university,institute
Tamil University,tamil university,tamil-university,institute
Telangana University,telangana university,telangana-university,institute
Sardarkrushinagar Dantiwada Agricultural University,sardarkrushinagar dantiwada agricultural university,sardarkrushinagar-dantiwada-agricultural-university,institute
Atal Bihari Vajpayee Vishwavidyalaya,atal bihari vajpayee vishwavidyalaya,atal-bihari-vajpayee-vishwavidyalaya,institute
Sri Balaji Vidyapeeth,sri balaji vidyapeeth,sri-balaji-vidyapeeth,institute
Peoples University,peoples university,peoples-university,institute
Vidyasagar University,vidyasagar university,vidyasagar-university,institute
Kannada University,kannada university,kannada-university,institute
Lala Lajpat Rai University of Veterinary and Animal Sciences,lala lajpat rai university of veterinary and animal sciences,lala-lajpat-rai-university-of-veterinary-and-animal-sciences,institute
Jagannath University,jagannath university,jagannath-university,institute
Anant National University,anant national university,anant-national-university,institute
RIMT University,rimt university,rimt-university,institute
Thiruvalluvar University,thiruvalluvar university,thiruvalluvar-university,institute
Maharashtra Animal and Fishery Sciences University,maharashtra animal and fishery sciences university,maharashtra-animal-and-fishery-sciences-university,institute
IEC University,iec university,iec-university,institute
Maharishi Mahesh Yogi Vedic Vishwavidyalaya,maharishi mahesh yogi vedic vishwavidyalaya,maharishi-mahesh-yogi-vedic-vishwavidyalaya,institute
Rajmata Vijayaraje Scindia Krishi Vishwavidyalaya,rajmata vijayaraje scindia krishi vishwavidyalaya,rajmata-vijayaraje-scindia-krishi-vishwavidyalaya,institute
MIT Art Design and Technology University,mit art design and technology university,mit-art-design-and-technology-university,institute
MGM Institute of Health Sciences,mgm institute of health sciences,mgm-institute-of-health-sciences,institute
Potti Sreeramulu Telugu University,potti sreeramulu telugu university,potti-sreeramulu-telugu-university,institute
Deccan College Post-Graduate and Research Institute,deccan college post-graduate and research institute,deccan-college-post-graduate-and-research-institute,institute
National Institute of Pharmaceutical Education and Research, Hyderabad,national institute of pharmaceutical education and research, hyderabad,national-institute-of-pharmaceutical-education-and-research-hyderabad,institute
MATS University,mats university,mats-university,institute
School of Planning and Architecture, Vijayawada,school of planning and architecture, vijayawada,school-of-planning-and-architecture-vijayawada,institute
Uttar Pradesh University of Medical Sciences,uttar pradesh university of medical sciences,uttar-pradesh-university-of-medical-sciences,institute
CMR University,cmr university,cmr-university,institute
Vivekananda Global University,vivekananda global university,vivekananda-global-university,institute
Awadhesh Pratap Singh University,awadhesh pratap singh university,awadhesh-pratap-singh-university,institute
Vishwakarma University,vishwakarma university,vishwakarma-university,institute
Bodoland University,bodoland university,bodoland-university,institute
Chaudhary Bansi Lal University,chaudhary bansi lal university,chaudhary-bansi-lal-university,institute
National University of Study and Research in Law,national university of study and research in law,national-university-of-study-and-research-in-law,institute
Mangalayatan University,mangalayatan university,mangalayatan-university,institute
West Bengal University of Animal and Fishery Sciences,west bengal university of animal and fishery sciences,west-bengal-university-of-animal-and-fishery-sciences,institute
Swami Rama Himalayan University,swami rama himalayan university,swami-rama-himalayan-university,institute
Ponnaiyan Ramajayam Institute of Science and Technology,ponnaiyan ramajayam institute of science and technology,ponnaiyan-ramajayam-institute-of-science-and-technology,institute
Himalayan University,himalayan university,himalayan-university,institute
Delhi Pharmaceutical Sciences and Research University,delhi pharmaceutical sciences and research university,delhi-pharmaceutical-sciences-and-research-university,institute
Tamil Nadu Dr. J. Jayalalithaa Fisheries University,tamil nadu dr. j. jayalalithaa fisheries university,tamil-nadu-dr-j-jayalalithaa-fisheries-university,institute
BLDE University,blde university,blde-university,institute
Institute of Infrastructure, Technology, Research and Management,institute of infrastructure, technology, research and management,institute-of-infrastructure-technology-research-and-management,institute
Santosh University,santosh university,santosh-university,institute
Palamuru University,palamuru university,palamuru-university,institute
Datta Meghe Institute of Medical Sciences,datta meghe institute of medical sciences,datta-meghe-institute-of-medical-sciences,institute
Sri Venkateswara Veterinary University,sri venkateswara veterinary university,sri-venkateswara-veterinary-university,institute
International Institute of Information Technology, Naya Raipur,international institute of information technology, naya raipur,international-institute-of-information-technology-naya-raipur,institute
AURO University,auro university,auro-university,institute
Swami Keshwanand Rajasthan Agricultural University,swami keshwanand rajasthan agricultural university,swami-keshwanand-rajasthan-agricultural-university,institute
Mahatma Gandhi University, Meghalaya,mahatma gandhi university, meghalaya,mahatma-gandhi-university-meghalaya,institute
GNA University,gna university,gna-university,institute
Rayat-Bahra University,rayat-bahra university,rayat-bahra-university,institute
Maharaja Surajmal Brij University,maharaja surajmal brij university,maharaja-surajmal-brij-university,institute
U.P. Pandit Deen Dayal Upadhyaya Pashu Chikitsa Vigyan Vishwavidyalaya Evam Go-Anusandhan Sansthan,u.p. pandit deen dayal upadhyaya pashu chikitsa vigyan vishwavidyalaya evam go-anusandhan sansthan,up-pandit-deen-dayal-upadhyaya-pashu-chikitsa-vigyan-vishwavidyalaya-evam-go-anusandhan-sansthan,institute
Sri Guru Granth Sahib World University,sri guru granth sahib world university,sri-guru-granth-sahib-world-university,institute
Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu,sher-e-kashmir university of agricultural sciences and technology of jammu,sher-e-kashmir-university-of-agricultural-sciences-and-technology-of-jammu,institute
Kalinga University,kalinga university,kalinga-university,institute
PDM University,pdm university,pdm-university,institute
Krishna Institute of Medical Sciences,krishna institute of medical sciences,krishna-institute-of-medical-sciences,institute
Chitkara University, Himachal Pradesh,chitkara university, himachal pradesh,chitkara-university-himachal-pradesh,institute
Sardar Vallabhbhai Patel University of Agriculture and Technology,sardar vallabhbhai patel university of agriculture and technology,sardar-vallabhbhai-patel-university-of-agriculture-and-technology,institute
Kadi Sarva Vishwavidyalaya,kadi sarva vishwavidyalaya,kadi-sarva-vishwavidyalaya,institute
Siddharth University,siddharth university,siddharth-university,institute
Damodaram Sanjivayya National Law University,damodaram sanjivayya national law university,damodaram-sanjivayya-national-law-university,institute
Desh Bhagat University,desh bhagat university,desh-bhagat-university,institute
Techno India University,techno india university,techno-india-university,institute
North Orissa University,north orissa university,north-orissa-university,institute
Kazi Nazrul University,kazi nazrul university,kazi-nazrul-university,institute
Ajeenkya D.Y. Patil University,ajeenkya d.y. patil university,ajeenkya-dy-patil-university,institute
Shri Ramswaroop Memorial University,shri ramswaroop memorial university,shri-ramswaroop-memorial-university,institute
Indian Institute of Information Technology, Una,indian institute of information technology, una,indian-institute-of-information-technology-una,institute
Jagran Lakecity University,jagran lakecity university,jagran-lakecity-university,institute
Sri Dev Suman Uttarakhand University,sri dev suman uttarakhand university,sri-dev-suman-uttarakhand-university,institute
Uttar Banga Krishi Viswavidyalaya,uttar banga krishi viswavidyalaya,uttar-banga-krishi-viswavidyalaya,institute
Ayush and Health Sciences University of Chhattisgarh,ayush and health sciences university of chhattisgarh,ayush-and-health-sciences-university-of-chhattisgarh,institute
Shri Vishwakarma Skill University,shri vishwakarma skill university,shri-vishwakarma-skill-university,institute
Geetanjali University,geetanjali university,geetanjali-university,institute
University of Horticultural Sciences, Bagalkot,university of horticultural sciences, bagalkot,university-of-horticultural-sciences-bagalkot,institute
Mahatma Gandhi University, Nalgonda,mahatma gandhi university, nalgonda,mahatma-gandhi-university-nalgonda,institute
Kerala Kalamandalam,kerala kalamandalam,kerala-kalamandalam,institute
Gangadhar Meher University,gangadhar meher university,gangadhar-meher-university,institute
Bastar Vishwavidyalaya,bastar vishwavidyalaya,bastar-vishwavidyalaya,institute
Sido Kanhu Murmu University,sido kanhu murmu university,sido-kanhu-murmu-university,institute
Bhupendra Narayan Mandal University,bhupendra narayan mandal university,bhupendra-narayan-mandal-university,institute
Rani Lakshmi Bai Central Agricultural University,rani lakshmi bai central agricultural university,rani-lakshmi-bai-central-agricultural-university,institute
Cooch Behar Panchanan Barma University,cooch behar panchanan barma university,cooch-behar-panchanan-barma-university,institute
RKDF University,rkdf university,rkdf-university,institute
University of Technology and Management,university of technology and management,university-of-technology-and-management,institute
Srimanta Sankaradeva University of Health Sciences,srimanta sankaradeva university of health sciences,srimanta-sankaradeva-university-of-health-sciences,institute
Maharishi University of Management and Technology,maharishi university of management and technology,maharishi-university-of-management-and-technology,institute
Karnataka State Womens University,karnataka state womens university,karnataka-state-womens-university,institute
Maharaja Chhatrasal Bundelkhand University,maharaja chhatrasal bundelkhand university,maharaja-chhatrasal-bundelkhand-university,institute
University of Technology,university of technology,university-of-technology,institute
Navrachana University,navrachana university,navrachana-university,institute
Uttarakhand Ayurved University,uttarakhand ayurved university,uttarakhand-ayurved-university,institute
Raj Rishi Bharthari Matsya University,raj rishi bharthari matsya university,raj-rishi-bharthari-matsya-university,institute
Banda University of Agriculture and Technology,banda university of agriculture and technology,banda-university-of-agriculture-and-technology,institute
University of Agricultural Sciences, Raichur,university of agricultural sciences, raichur,university-of-agricultural-sciences-raichur,institute
Sidho Kanho Birsha University,sidho kanho birsha university,sidho-kanho-birsha-university,institute
Uttaranchal Sanskrit University,uttaranchal sanskrit university,uttaranchal-sanskrit-university,institute
Central University of Tibetan Studies,central university of tibetan studies,central-university-of-tibetan-studies,institute
Institute of Advanced Studies in Education,institute of advanced studies in education,institute-of-advanced-studies-in-education,institute
Guru Ravidas Ayurved University,guru ravidas ayurved university,guru-ravidas-ayurved-university,institute
Nanaji Deshmukh Veterinary Science University,nanaji deshmukh veterinary science university,nanaji-deshmukh-veterinary-science-university,institute
Guru Kashi University,guru kashi university,guru-kashi-university,institute
Indus University,indus university,indus-university,institute
Sardar Patel University of Police, Security and Criminal Justice,sardar patel university of police, security and criminal justice,sardar-patel-university-of-police-security-and-criminal-justice,institute
Oriental University,oriental university,oriental-university,institute
ICFAI University, Jharkhand,icfai university, jharkhand,icfai-university-jharkhand,institute
Dr. B.R. Ambedkar University,dr. b.r. ambedkar university,dr-br-ambedkar-university,institute
National Institute of Pharmaceutical Education and Research, Guwahati,national institute of pharmaceutical education and research, guwahati,national-institute-of-pharmaceutical-education-and-research-guwahati,institute
Himgiri ZEE University,himgiri zee university,himgiri-zee-university,institute
Davangere University,davangere university,davangere-university,institute
Raksha Shakti University,raksha shakti university,raksha-shakti-university,institute
TransDisciplinary University,transdisciplinary university,transdisciplinary-university,institute
JIS University,jis university,jis-university,institute
Hemwati Nandan Bahuguna Medical University,hemwati nandan bahuguna medical university,hemwati-nandan-bahuguna-medical-university,institute
Uttarakhand University of Horticulture and Forestry,uttarakhand university of horticulture and forestry,uttarakhand-university-of-horticulture-and-forestry,institute
Mahatma Jyoti Rao Phoole University,mahatma jyoti rao phoole university,mahatma-jyoti-rao-phoole-university,institute
Raffles University,raffles university,raffles-university,institute
Shree Somnath Sanskrit University,shree somnath sanskrit university,shree-somnath-sanskrit-university,institute
ICFAI University, Jaipur,icfai university, jaipur,icfai-university-jaipur,institute
Assam Rajiv Gandhi University of Cooperative Management,assam rajiv gandhi university of cooperative management,assam-rajiv-gandhi-university-of-cooperative-management,institute
Thunchath Ezhuthachan Malayalam University,thunchath ezhuthachan malayalam university,thunchath-ezhuthachan-malayalam-university,institute
Shri Venkateshwara University,shri venkateshwara university,shri-venkateshwara-university,institute
Indian Institute of Information Technology, Manipur,indian institute of information technology, manipur,indian-institute-of-information-technology-manipur,institute
Sangai International University,sangai international university,sangai-international-university,institute
Nava Nalanda Mahavihara,nava nalanda mahavihara,nava-nalanda-mahavihara,institute
Shri Vaishnav Vidyapeeth Vishwavidyalaya,shri vaishnav vidyapeeth vishwavidyalaya,shri-vaishnav-vidyapeeth-vishwavidyalaya,institute
Indira Kala Sangeet Vishwavidyalaya,indira kala sangeet vishwavidyalaya,indira-kala-sangeet-vishwavidyalaya,institute
MVN University,mvn university,mvn-university,institute
TeamLease Skills University,teamlease skills university,teamlease-skills-university,institute
Vijayanagara Sri Krishnadevaraya University,vijayanagara sri krishnadevaraya university,vijayanagara-sri-krishnadevaraya-university,institute
St. Xaviers University,st. xaviers university,st-xaviers-university,institute
Monad University,monad university,monad-university,institute
Karnataka Sanskrit University,karnataka sanskrit university,karnataka-sanskrit-university,institute
Karnataka Veterinary, Animal and Fisheries Sciences University,karnataka veterinary, animal and fisheries sciences university,karnataka-veterinary-animal-and-fisheries-sciences-university,institute
ICFAI University, Sikkim,icfai university, sikkim,icfai-university-sikkim,institute
Suamandeep Vidyapeeth,suamandeep vidyapeeth,suamandeep-vidyapeeth,institute
KLE Technological University,kle technological university,kle-technological-university,institute
Jagadguru Ramanandacharya Rajasthan Sanskrit University,jagadguru ramanandacharya rajasthan sanskrit university,jagadguru-ramanandacharya-rajasthan-sanskrit-university,institute
Govind Guru Tribal University,govind guru tribal university,govind-guru-tribal-university,institute
Indian Institute of Information Technology, Kottayam,indian institute of information technology, kottayam,indian-institute-of-information-technology-kottayam,institute
Sri Devaraj Urs Academy of Higher Education and Research,sri devaraj urs academy of higher education and research,sri-devaraj-urs-academy-of-higher-education-and-research,institute
Adesh University,adesh university,adesh-university,institute
Baddi University of Emerging Sciences and Technologies,baddi university of emerging sciences and technologies,baddi-university-of-emerging-sciences-and-technologies,institute
Manav Bharti University,manav bharti university,manav-bharti-university,institute
Maharashtra National Law University, Nagpur,maharashtra national law university, nagpur,maharashtra-national-law-university-nagpur,institute
Sampurnanand Sanskrit Vishvavidyalaya,sampurnanand sanskrit vishvavidyalaya,sampurnanand-sanskrit-vishvavidyalaya,institute
Nehru Gram Bharati Vishwavidyalaya,nehru gram bharati vishwavidyalaya,nehru-gram-bharati-vishwavidyalaya,institute
Mahatma Gandhi Chitrakoot Gramoday Vishwavidyalaya,mahatma gandhi chitrakoot gramoday vishwavidyalaya,mahatma-gandhi-chitrakoot-gramoday-vishwavidyalaya,institute
GIET University,giet university,giet-university,institute
University of Agricultural and Horticultural Sciences, Shivamogga,university of agricultural and horticultural sciences, shivamogga,university-of-agricultural-and-horticultural-sciences-shivamogga,institute
Martin Luther Christian University,martin luther christian university,martin-luther-christian-university,institute
Dr. A.P.J Abdul Kalam University,dr. a.p.j abdul kalam university,dr-apj-abdul-kalam-university,institute
O.P. Jindal University,o.p. jindal university,op-jindal-university,institute
Maharishi University,maharishi university,maharishi-university,institute
Shridhar University,shridhar university,shridhar-university,institute
Jagan Nath University,jagan nath university,jagan-nath-university,institute
Nilamber-Pitamber University,nilamber-pitamber university,nilamber-pitamber-university,institute
Apex Professional University,apex professional university,apex-professional-university,institute
Jodhpur National University,jodhpur national university,jodhpur-national-university,institute
Kushabhau Thakre Patrakarita Avam Jansanchar University,kushabhau thakre patrakarita avam jansanchar university,kushabhau-thakre-patrakarita-avam-jansanchar-university,institute
