label,value,slug ,optionType
"Mangalam School of Architecture and Planning, Kottayam","mangalam school of architecture and planning, kottayam","mangalam-school-of-architecture-and-planning,-kottayam",institute
"Mangalayatan University, Aligarh","mangalayatan university, aligarh","mangalayatan-university,-aligarh",institute
"Mangalayatan University, Jabalpur","mangalayatan university, jabalpur","mangalayatan-university,-jabalpur",institute
"Mangalmay Group of Institutions, Greater Noida","mangalmay group of institutions, greater noida","mangalmay-group-of-institutions,-greater-noida",institute
"Mangalmay Institute of Management and Technology, Greater Noida","mangalmay institute of management and technology, greater noida","mangalmay-institute-of-management-and-technology,-greater-noida",institute
"Mangalore Institute of Fire and Safety Engineering, Mangalore","mangalore institute of fire and safety engineering, mangalore","mangalore-institute-of-fire-and-safety-engineering,-mangalore",institute
"Mangalore Institute of Technology and Engineering, MITE Mangalore","mangalore institute of technology and engineering, mite mangalore","mangalore-institute-of-technology-and-engineering,-mite-mangalore",institute
"Mangalore Marine College and Technology, Mangalore","mangalore marine college and technology, mangalore","mangalore-marine-college-and-technology,-mangalore",institute
Mangalore University,mangalore university,mangalore-university,institute
"Mangalore University, Mangalore","mangalore university, mangalore","mangalore-university,-mangalore",institute
"Mangalvedhekar Institute of Management, Solapur","mangalvedhekar institute of management, solapur","mangalvedhekar-institute-of-management,-solapur",institute
"Mangayarkarasi College of Engineering, Madurai","mangayarkarasi college of engineering, madurai","mangayarkarasi-college-of-engineering,-madurai",institute
"Maniben Nanavati Women's College, Mumbai","maniben nanavati women's college, mumbai","maniben-nanavati-women's-college,-mumbai",institute
"Manikya Lal Verma Government College, Bhilwara","manikya lal verma government college, bhilwara","manikya-lal-verma-government-college,-bhilwara",institute
Manipal Academy of Higher Education,manipal academy of higher education,manipal-academy-of-higher-education,institute
"Manipal Academy of Higher Education, Manipal University (MAHE)","manipal academy of higher education, manipal university (mahe)","manipal-academy-of-higher-education,-manipal-university-(mahe)",institute
"Manipal College of Dental Sciences, Manipal","manipal college of dental sciences, manipal","manipal-college-of-dental-sciences,-manipal",institute
"Manipal College of Health Professions, Manipal","manipal college of health professions, manipal","manipal-college-of-health-professions,-manipal",institute
"Manipal Institute of Communication, Manipal","manipal institute of communication, manipal","manipal-institute-of-communication,-manipal",institute
"Manipal Institute of Management, Manipal","manipal institute of management, manipal","manipal-institute-of-management,-manipal",institute
"Manipal Institute of Technology, MIT Manipal","manipal institute of technology, mit manipal","manipal-institute-of-technology,-mit-manipal",institute
"Manipal School of Architecture and Planning, Manipal","manipal school of architecture and planning, manipal","manipal-school-of-architecture-and-planning,-manipal",institute
"Manipal University, Jaipur","manipal university, jaipur","manipal-university,-jaipur",institute
"Manipur Institute of Management Studies, Imphal","manipur institute of management studies, imphal","manipur-institute-of-management-studies,-imphal",institute
"Manipur Institute of Technology, Takyelpat","manipur institute of technology, takyelpat","manipur-institute-of-technology,-takyelpat",institute
"Manipur Technical University, Imphal","manipur technical university, imphal","manipur-technical-university,-imphal",institute
"Manipur University, Imphal","manipur university, imphal","manipur-university,-imphal",institute
"Manish Institute of Management, Mehsana","manish institute of management, mehsana","manish-institute-of-management,-mehsana",institute
"Manjula K Ponda College of Business and Management, Bhopal","manjula k ponda college of business and management, bhopal","manjula-k-ponda-college-of-business-and-management,-bhopal",institute
"Mannam Memorial NSS College, Konni","mannam memorial nss college, konni","mannam-memorial-nss-college,-konni",institute
"Mannan Institute of Science and Technology, Chevella","mannan institute of science and technology, chevella","mannan-institute-of-science-and-technology,-chevella",institute
"Mannaniya College of Arts and Science, Thiruvananthapuram","mannaniya college of arts and science, thiruvananthapuram","mannaniya-college-of-arts-and-science,-thiruvananthapuram",institute
"Mannar Thirumalai Naicker College, Madurai","mannar thirumalai naicker college, madurai","mannar-thirumalai-naicker-college,-madurai",institute
"Manoharbhai Patel Institute of Engineering and Technology, Gondia","manoharbhai patel institute of engineering and technology, gondia","manoharbhai-patel-institute-of-engineering-and-technology,-gondia",institute
"Manoharbhai Patel Institute of Engineering and Technology, Shahapur Bhandara","manoharbhai patel institute of engineering and technology, shahapur bhandara","manoharbhai-patel-institute-of-engineering-and-technology,-shahapur-bhandara",institute
"Manonmaniam Sundaranar University, Tirunelveli","manonmaniam sundaranar university, tirunelveli","manonmaniam-sundaranar-university,-tirunelveli",institute
"Manora Polytechnic College, Pattukkottai","manora polytechnic college, pattukkottai","manora-polytechnic-college,-pattukkottai",institute
"Mansa Polytechnic, Bhilai","mansa polytechnic, bhilai","mansa-polytechnic,-bhilai",institute
"Mansarovar Global University, Sehore","mansarovar global university, sehore","mansarovar-global-university,-sehore",institute
"Mansarovar Institute of Science and Technology, Bhopal","mansarovar institute of science and technology, bhopal","mansarovar-institute-of-science-and-technology,-bhopal",institute
"Mansinhbhai Institute of Dairy and Food Technology, Mehsana","mansinhbhai institute of dairy and food technology, mehsana","mansinhbhai-institute-of-dairy-and-food-technology,-mehsana",institute
"Manthan Polytechnic College, Sehore","manthan polytechnic college, sehore","manthan-polytechnic-college,-sehore",institute
"Mantra School of Business Management, Hyderabad","mantra school of business management, hyderabad","mantra-school-of-business-management,-hyderabad",institute
"Mantram Women's Polytechnic College, Dungarpur","mantram women's polytechnic college, dungarpur","mantram-women's-polytechnic-college,-dungarpur",institute
"Manyawar Kanshiram Institute of Tourism Management, Lucknow","manyawar kanshiram institute of tourism management, lucknow","manyawar-kanshiram-institute-of-tourism-management,-lucknow",institute
"Mar Athanasios College for Advanced Studies, MACFAST Tiruvalla","mar athanasios college for advanced studies, macfast tiruvalla","mar-athanasios-college-for-advanced-studies,-macfast-tiruvalla",institute
"Mar Athanasius College of Engineering, MACE Kothamangalam","mar athanasius college of engineering, mace kothamangalam","mar-athanasius-college-of-engineering,-mace-kothamangalam",institute
"Mar Athanasius College, Kothamangalam","mar athanasius college, kothamangalam","mar-athanasius-college,-kothamangalam",institute
"Mar Augusthinose College, Ramapuram","mar augusthinose college, ramapuram","mar-augusthinose-college,-ramapuram",institute
"Mar Baselios Christian College of Engineering and Technology, Idukki","mar baselios christian college of engineering and technology, idukki","mar-baselios-christian-college-of-engineering-and-technology,-idukki",institute
"Mar Baselios College of Engineering and Technology, Thiruvananthapuram","mar baselios college of engineering and technology, thiruvananthapuram","mar-baselios-college-of-engineering-and-technology,-thiruvananthapuram",institute
"Mar Baselios College, Idukki","mar baselios college, idukki","mar-baselios-college,-idukki",institute
"Mar Baselios Institute of Technology and Science, Ernakulam","mar baselios institute of technology and science, ernakulam","mar-baselios-institute-of-technology-and-science,-ernakulam",institute
"MAR College of Engineering and Technology, Pudukkottai","mar college of engineering and technology, pudukkottai","mar-college-of-engineering-and-technology,-pudukkottai",institute
"Mar Elias College, Kothamangalam","mar elias college, kothamangalam","mar-elias-college,-kothamangalam",institute
"Mar Ephraem College of Engineering and Technology, Kanyakumari","mar ephraem college of engineering and technology, kanyakumari","mar-ephraem-college-of-engineering-and-technology,-kanyakumari",institute
"Mar Gregorios Abdul Jaleel Arts and Science College, North Paravur","mar gregorios abdul jaleel arts and science college, north paravur","mar-gregorios-abdul-jaleel-arts-and-science-college,-north-paravur",institute
"Mar Gregorios College of Arts and Science, Chennai","mar gregorios college of arts and science, chennai","mar-gregorios-college-of-arts-and-science,-chennai",institute
"Mar Ivanios College for Advanced Studies, Chengaroor","mar ivanios college for advanced studies, chengaroor","mar-ivanios-college-for-advanced-studies,-chengaroor",institute
"MAR Polytechnic College, Pudukkottai","mar polytechnic college, pudukkottai","mar-polytechnic-college,-pudukkottai",institute
"Mar Sleeva College of Arts and Science, Idukki","mar sleeva college of arts and science, idukki","mar-sleeva-college-of-arts-and-science,-idukki",institute
"Mar Thoma College of Science and Technology, Kollam","mar thoma college of science and technology, kollam","mar-thoma-college-of-science-and-technology,-kollam",institute
"Mar Thoma Institute of Information Technology, Ayur","mar thoma institute of information technology, ayur","mar-thoma-institute-of-information-technology,-ayur",institute
"Mar Thoma School of Management Studies, Kochi","mar thoma school of management studies, kochi","mar-thoma-school-of-management-studies,-kochi",institute
"Maratha Mandal Engineering College, Belgaum","maratha mandal engineering college, belgaum","maratha-mandal-engineering-college,-belgaum",institute
"Maratha Mandal Polytechnic, Belgaum","maratha mandal polytechnic, belgaum","maratha-mandal-polytechnic,-belgaum",institute
"Maratha Vidya Prasarak Samaj's Arts Science and Commerce College, Ozar","maratha vidya prasarak samaj's arts science and commerce college, ozar","maratha-vidya-prasarak-samaj's-arts-science-and-commerce-college,-ozar",institute
"Marathwada Institute of Management and Research, Aurangabad","marathwada institute of management and research, aurangabad","marathwada-institute-of-management-and-research,-aurangabad",institute
"Marathwada Institute of Technology, Aurangabad","marathwada institute of technology, aurangabad","marathwada-institute-of-technology,-aurangabad",institute
"Marathwada Institute of Technology, Bulandshahr","marathwada institute of technology, bulandshahr","marathwada-institute-of-technology,-bulandshahr",institute
"Marathwada Institute of Technology, New Delhi","marathwada institute of technology, new delhi","marathwada-institute-of-technology,-new-delhi",institute
"Marathwada Institute of Technology, Polytechnic, Rotegaon","marathwada institute of technology, polytechnic, rotegaon","marathwada-institute-of-technology,-polytechnic,-rotegaon",institute
"Marathwada Mitra Mandal Polytechnic, Pune","marathwada mitra mandal polytechnic, pune","marathwada-mitra-mandal-polytechnic,-pune",institute
"Marathwada Mitra Mandal's College of Architecture, Pune","marathwada mitra mandal's college of architecture, pune","marathwada-mitra-mandal's-college-of-architecture,-pune",institute
"Marathwada Mitra Mandal's College of Commerce, Pune","marathwada mitra mandal's college of commerce, pune","marathwada-mitra-mandal's-college-of-commerce,-pune",institute
"Marathwada Mitra Mandal's College of Engineering, Pune","marathwada mitra mandal's college of engineering, pune","marathwada-mitra-mandal's-college-of-engineering,-pune",institute
"Marathwada Mitra Mandal's Institute of Environment and Design College of Architecture, Pune","marathwada mitra mandal's institute of environment and design college of architecture, pune","marathwada-mitra-mandal's-institute-of-environment-and-design-college-of-architecture,-pune",institute
"Marathwada Mitra Mandal's Institute of Technology, Pune","marathwada mitra mandal's institute of technology, pune","marathwada-mitra-mandal's-institute-of-technology,-pune",institute
"MARG Institute of Design and Architecture, Kanchipuram","marg institute of design and architecture, kanchipuram","marg-institute-of-design-and-architecture,-kanchipuram",institute
"Maria College of Engineering and Technology, Kanyakumari","maria college of engineering and technology, kanyakumari","maria-college-of-engineering-and-technology,-kanyakumari",institute
"Marian Academy of Management Studies, Ernakulam","marian academy of management studies, ernakulam","marian-academy-of-management-studies,-ernakulam",institute
"Marian College of Architecture and Planning, Thiruvananthapuram","marian college of architecture and planning, thiruvananthapuram","marian-college-of-architecture-and-planning,-thiruvananthapuram",institute
"Marian Engineering College, Thiruvananthapuram","marian engineering college, thiruvananthapuram","marian-engineering-college,-thiruvananthapuram",institute
"Marian International Institute of Management, Peermade","marian international institute of management, peermade","marian-international-institute-of-management,-peermade",institute
"Marine Engineering and Research Institute, Kolkata","marine engineering and research institute, kolkata","marine-engineering-and-research-institute,-kolkata",institute
"Maris Stella College, Vijayawada","maris stella college, vijayawada","maris-stella-college,-vijayawada",institute
"Markaz College of Arts and Science, Karanthur","markaz college of arts and science, karanthur","markaz-college-of-arts-and-science,-karanthur",institute
"Marri Laxman Reddy Institute of Technology and Management, Hyderabad","marri laxman reddy institute of technology and management, hyderabad","marri-laxman-reddy-institute-of-technology-and-management,-hyderabad",institute
"Marthandam College of Engineering and Technology, Kanyakumari","marthandam college of engineering and technology, kanyakumari","marthandam-college-of-engineering-and-technology,-kanyakumari",institute
"Marthoma College of Management and Technology, Perumbavoor","marthoma college of management and technology, perumbavoor","marthoma-college-of-management-and-technology,-perumbavoor",institute
"Martin Luther Christian University, Shillong","martin luther christian university, shillong","martin-luther-christian-university,-shillong",institute
"Marudhar Engineering College, Bikaner","marudhar engineering college, bikaner","marudhar-engineering-college,-bikaner",institute
"Marudhar Kesari Jain College for Women, Vaniyambadi","marudhar kesari jain college for women, vaniyambadi","marudhar-kesari-jain-college-for-women,-vaniyambadi",institute
"Marudhara Polytechnic College, Laxmangarh","marudhara polytechnic college, laxmangarh","marudhara-polytechnic-college,-laxmangarh",institute
"Marutam Nelli Polytechnic College, Dharmapuri","marutam nelli polytechnic college, dharmapuri","marutam-nelli-polytechnic-college,-dharmapuri",institute
"Maruthi Polytechnic College, Attur","maruthi polytechnic college, attur","maruthi-polytechnic-college,-attur",institute
"Marwadi Education Foundation Group of Institutions, Rajkot","marwadi education foundation group of institutions, rajkot","marwadi-education-foundation-group-of-institutions,-rajkot",institute
"Marwadi University, Rajkot","marwadi university, rajkot","marwadi-university,-rajkot",institute
"Marwar Engineering College and Research Centre, Jodhpur","marwar engineering college and research centre, jodhpur","marwar-engineering-college-and-research-centre,-jodhpur",institute
"Marwar Institute of Technology, Jodhpur","marwar institute of technology, jodhpur","marwar-institute-of-technology,-jodhpur",institute
"Marwari College, Ranchi","marwari college, ranchi","marwari-college,-ranchi",institute
"Maryland Institute of Technology and Management, Galudih","maryland institute of technology and management, galudih","maryland-institute-of-technology-and-management,-galudih",institute
"Mascot Institute of Management, Bareilly","mascot institute of management, bareilly","mascot-institute-of-management,-bareilly",institute
"Mass College of Arts and Science, Kumbakonam","mass college of arts and science, kumbakonam","mass-college-of-arts-and-science,-kumbakonam",institute
"Mass College of Engineering and Management, Hathras","mass college of engineering and management, hathras","mass-college-of-engineering-and-management,-hathras",institute
MASS Polytechnic College,mass polytechnic college,mass-polytechnic-college,institute
"Master School of Management, Meerut","master school of management, meerut","master-school-of-management,-meerut",institute
"Master Tara Singh Memorial College for Women, Ludhiana","master tara singh memorial college for women, ludhiana","master-tara-singh-memorial-college-for-women,-ludhiana",institute
"Masterji Degree and PG College, Hanamakonda","masterji degree and pg college, hanamakonda","masterji-degree-and-pg-college,-hanamakonda",institute
"Masterji Institute of Information Technology, Hanamakonda","masterji institute of information technology, hanamakonda","masterji-institute-of-information-technology,-hanamakonda",institute
"Masters' Union, Gurugram","masters' union, gurugram","masters'-union,-gurugram",institute
"Mata Gomti Devi Degree College, Kaushambi","mata gomti devi degree college, kaushambi","mata-gomti-devi-degree-college,-kaushambi",institute
"Mata Mahakali Polytechnic, Warora","mata mahakali polytechnic, warora","mata-mahakali-polytechnic,-warora",institute
"Mata Rajkaur Institute of Engineering and Technology, Rewari","mata rajkaur institute of engineering and technology, rewari","mata-rajkaur-institute-of-engineering-and-technology,-rewari",institute
"Matha College of Technology, Ernakulam","matha college of technology, ernakulam","matha-college-of-technology,-ernakulam",institute
"Mathabhanga Government Polytechnic, Cooch Behar","mathabhanga government polytechnic, cooch behar","mathabhanga-government-polytechnic,-cooch-behar",institute
"Mathuradevi Institute of Technology and Management, Indore","mathuradevi institute of technology and management, indore","mathuradevi-institute-of-technology-and-management,-indore",institute
"Matoshri Aasarabai Polytechnic, Nashik","matoshri aasarabai polytechnic, nashik","matoshri-aasarabai-polytechnic,-nashik",institute
"Matoshri College of Engineering and Research Centre, Nashik","matoshri college of engineering and research centre, nashik","matoshri-college-of-engineering-and-research-centre,-nashik",institute
"Matoshri College of Management and Research Centre, Eklahare","matoshri college of management and research centre, eklahare","matoshri-college-of-management-and-research-centre,-eklahare",institute
"Matoshri Pratishthan's Vishwabharti Polytechnic Institute, Nanded","matoshri pratishthan's vishwabharti polytechnic institute, nanded","matoshri-pratishthan's-vishwabharti-polytechnic-institute,-nanded",institute
"Matoshri Pratishthans Group of Institutions, Nanded","matoshri pratishthans group of institutions, nanded","matoshri-pratishthans-group-of-institutions,-nanded",institute
"Matoshri Ushatai Jadhav Institute of Management Studies and Research Centre, Bhiwandi","matoshri ushatai jadhav institute of management studies and research centre, bhiwandi","matoshri-ushatai-jadhav-institute-of-management-studies-and-research-centre,-bhiwandi",institute
"Matrix Business School, Pune","matrix business school, pune","matrix-business-school,-pune",institute
"Matrix Institute of Technology, Hyderabad","matrix institute of technology, hyderabad","matrix-institute-of-technology,-hyderabad",institute
"Matrix School of Management Studies, Pune","matrix school of management studies, pune","matrix-school-of-management-studies,-pune",institute
"Matrusri Engineering College, Hyderabad","matrusri engineering college, hyderabad","matrusri-engineering-college,-hyderabad",institute
"Matrusri Institute of Post Graduate Studies, Hyderabad","matrusri institute of post graduate studies, hyderabad","matrusri-institute-of-post-graduate-studies,-hyderabad",institute
"MATS Institute of Management and Entrepreurship, Bangalore","mats institute of management and entrepreurship, bangalore","mats-institute-of-management-and-entrepreurship,-bangalore",institute
"MATS Institute of Open and Distance Learning, MATS University, Raipur","mats institute of open and distance learning, mats university, raipur","mats-institute-of-open-and-distance-learning,-mats-university,-raipur",institute
"MATS School of Engineering and Information Technology, Raipur","mats school of engineering and information technology, raipur","mats-school-of-engineering-and-information-technology,-raipur",institute
"MATS School of Management Studies and Research, Raipur","mats school of management studies and research, raipur","mats-school-of-management-studies-and-research,-raipur",institute
MATS University,mats university,mats-university,institute
"Matu Ram Institute of Engineering and Management, Rohtak","matu ram institute of engineering and management, rohtak","matu-ram-institute-of-engineering-and-management,-rohtak",institute
"Maulana Abul Kalam Azad University of Technology, Kolkata","maulana abul kalam azad university of technology, kolkata","maulana-abul-kalam-azad-university-of-technology,-kolkata",institute
"Maulana Abul Kalam Azad University of Technology, West Bengal","maulana abul kalam azad university of technology, west bengal","maulana-abul-kalam-azad-university-of-technology,-west-bengal",institute
"Maulana Azad College of Arts Science and Commerce, Aurangabad","maulana azad college of arts science and commerce, aurangabad","maulana-azad-college-of-arts-science-and-commerce,-aurangabad",institute
"Maulana Azad College of Engineering and Technology, Patna","maulana azad college of engineering and technology, patna","maulana-azad-college-of-engineering-and-technology,-patna",institute
Maulana Azad National Institute of Technology,maulana azad national institute of technology,maulana-azad-national-institute-of-technology,institute
"Maulana Azad National Institute of Technology, MANIT Bhopal","maulana azad national institute of technology, manit bhopal","maulana-azad-national-institute-of-technology,-manit-bhopal",institute
Maulana Azad National Urdu University,maulana azad national urdu university,maulana-azad-national-urdu-university,institute
"Maulana Azad National Urdu University, MANNU Hyderabad","maulana azad national urdu university, mannu hyderabad","maulana-azad-national-urdu-university,-mannu-hyderabad",institute
"Maulana Azad Polytechnic, Solapur","maulana azad polytechnic, solapur","maulana-azad-polytechnic,-solapur",institute
"Maulana Azad University, Jodhpur","maulana azad university, jodhpur","maulana-azad-university,-jodhpur",institute
"Maulana Mazharul Haque Arabic and Persian University, Patna","maulana mazharul haque arabic and persian university, patna","maulana-mazharul-haque-arabic-and-persian-university,-patna",institute
"Maulana Mukhtar Ahmad Nadvi Technical Campus, Nashik","maulana mukhtar ahmad nadvi technical campus, nashik","maulana-mukhtar-ahmad-nadvi-technical-campus,-nashik",institute
"Mauli Group of Institutions, College of Engineering and Technology, Shegaon","mauli group of institutions, college of engineering and technology, shegaon","mauli-group-of-institutions,-college-of-engineering-and-technology,-shegaon",institute
"Mauli Institute of Technology Polytechnic, Jalgaon","mauli institute of technology polytechnic, jalgaon","mauli-institute-of-technology-polytechnic,-jalgaon",institute
"Mauli Shikshan Prasarak Mandal's College of Technology, Udgir","mauli shikshan prasarak mandal's college of technology, udgir","mauli-shikshan-prasarak-mandal's-college-of-technology,-udgir",institute
"Maxim Institute of Technology, Bhopal","maxim institute of technology, bhopal","maxim-institute-of-technology,-bhopal",institute
"Maya Institute of Technology and Management, Dehradun","maya institute of technology and management, dehradun","maya-institute-of-technology-and-management,-dehradun",institute
"Mayaram Mahavidyalaya, Singrauli","mayaram mahavidyalaya, singrauli","mayaram-mahavidyalaya,-singrauli",institute
"Mayfair Business School, Kolkata","mayfair business school, kolkata","mayfair-business-school,-kolkata",institute
"Maynaguri Government Polytechnic, Jalpaiguri","maynaguri government polytechnic, jalpaiguri","maynaguri-government-polytechnic,-jalpaiguri",institute
"Mayo College of Management, Bhopal","mayo college of management, bhopal","mayo-college-of-management,-bhopal",institute
"Mayo Group of Colleges, Bhopal","mayo group of colleges, bhopal","mayo-group-of-colleges,-bhopal",institute
"Mayurakshi Institute of Engineering and Technology, Jodhpur","mayurakshi institute of engineering and technology, jodhpur","mayurakshi-institute-of-engineering-and-technology,-jodhpur",institute
"Mayurbhanj College of Accountancy and Management, Mayurbhanj","mayurbhanj college of accountancy and management, mayurbhanj","mayurbhanj-college-of-accountancy-and-management,-mayurbhanj",institute
"Mayurbhanj School of Engineering, Baripada","mayurbhanj school of engineering, baripada","mayurbhanj-school-of-engineering,-baripada",institute
"MB Khalsa College, Indore","mb khalsa college, indore","mb-khalsa-college,-indore",institute
"MBC Institute of Engineering and Technology, Burdwan","mbc institute of engineering and technology, burdwan","mbc-institute-of-engineering-and-technology,-burdwan",institute
"MBM Engineering College, Jodhpur","mbm engineering college, jodhpur","mbm-engineering-college,-jodhpur",institute
"MBS School of Planning and Architecture, Delhi","mbs school of planning and architecture, delhi","mbs-school-of-planning-and-architecture,-delhi",institute
"MC Gupta College of Business Management, Hyderabad","mc gupta college of business management, hyderabad","mc-gupta-college-of-business-management,-hyderabad",institute
"MC Varghese College of Arts and Science, Kottayam","mc varghese college of arts and science, kottayam","mc-varghese-college-of-arts-and-science,-kottayam",institute
"McGAN's Ooty School of Architecture, Ooty","mcgan's ooty school of architecture, ooty","mcgan's-ooty-school-of-architecture,-ooty",institute
"MCKV Institute of Engineering, Howrah","mckv institute of engineering, howrah","mckv-institute-of-engineering,-howrah",institute
"MCTs Rajiv Gandhi Institute of Technology, Mumbai","mcts rajiv gandhi institute of technology, mumbai","mcts-rajiv-gandhi-institute-of-technology,-mumbai",institute
"MD College of Polytechnic, Panipat","md college of polytechnic, panipat","md-college-of-polytechnic,-panipat",institute
"MD College, Agra","md college, agra","md-college,-agra",institute
"MD Jadhav Institute of Technology, Bhose","md jadhav institute of technology, bhose","md-jadhav-institute-of-technology,-bhose",institute
"MD Palesha Commerce College, Dhule","md palesha commerce college, dhule","md-palesha-commerce-college,-dhule",institute
"MD Polytechnic, Jhajjar","md polytechnic, jhajjar","md-polytechnic,-jhajjar",institute
"MDA Institute of Polytechnic, Kolpa","mda institute of polytechnic, kolpa","mda-institute-of-polytechnic,-kolpa",institute
"MDI Gurgaon, Management Development Institute","mdi gurgaon, management development institute","mdi-gurgaon,-management-development-institute",institute
"MDU Centre for Professional and Allied Studies, Gurugram","mdu centre for professional and allied studies, gurugram","mdu-centre-for-professional-and-allied-studies,-gurugram",institute
"MDU Rohtak, Maharshi Dayanand University","mdu rohtak, maharshi dayanand university","mdu-rohtak,-maharshi-dayanand-university",institute
"MEA Engineering College, Malappuram","mea engineering college, malappuram","mea-engineering-college,-malappuram",institute
"MEASI Academy of Architecture, Chennai","measi academy of architecture, chennai","measi-academy-of-architecture,-chennai",institute
"Measi Institute of Management, Royapettah","measi institute of management, royapettah","measi-institute-of-management,-royapettah",institute
"Medak College of Engineering and Technology, Hyderabad","medak college of engineering and technology, hyderabad","medak-college-of-engineering-and-technology,-hyderabad",institute
"Medha College of Engineering, Hyderabad","medha college of engineering, hyderabad","medha-college-of-engineering,-hyderabad",institute
"Medi-Caps University, Indore","medi-caps university, indore","medi-caps-university,-indore",institute
"Medinipur Sadar Government Polytechnic, Paschim Medinipur","medinipur sadar government polytechnic, paschim medinipur","medinipur-sadar-government-polytechnic,-paschim-medinipur",institute
"Meena Shah Institute of Technology and Management, Gonda","meena shah institute of technology and management, gonda","meena-shah-institute-of-technology-and-management,-gonda",institute
"Meenaakshi Ramasamy Polytechnic College, Thathanur","meenaakshi ramasamy polytechnic college, thathanur","meenaakshi-ramasamy-polytechnic-college,-thathanur",institute
"Meenakshi Academy of Higher Education and Research, Chennai","meenakshi academy of higher education and research, chennai","meenakshi-academy-of-higher-education-and-research,-chennai",institute
"Meenakshi Ammal Polytechnic College, Uthiramerur","meenakshi ammal polytechnic college, uthiramerur","meenakshi-ammal-polytechnic-college,-uthiramerur",institute
"Meenakshi Chandrasekaran College of Arts and Science, Pattukkottai","meenakshi chandrasekaran college of arts and science, pattukkottai","meenakshi-chandrasekaran-college-of-arts-and-science,-pattukkottai",institute
"Meenakshi College of Engineering, Chennai","meenakshi college of engineering, chennai","meenakshi-college-of-engineering,-chennai",institute
"Meenakshi Krishnan Polytechnic College, Chennai","meenakshi krishnan polytechnic college, chennai","meenakshi-krishnan-polytechnic-college,-chennai",institute
"Meenakshi Ramaswamy Arts and Science College, Ariyalur","meenakshi ramaswamy arts and science college, ariyalur","meenakshi-ramaswamy-arts-and-science-college,-ariyalur",institute
"Meenakshi Ramaswamy Engineering College, Ariyalur","meenakshi ramaswamy engineering college, ariyalur","meenakshi-ramaswamy-engineering-college,-ariyalur",institute
"Meenakshi Sundararajan Engineering College, Chennai","meenakshi sundararajan engineering college, chennai","meenakshi-sundararajan-engineering-college,-chennai",institute
"Meenakshi Sundararajan School of Management, Chennai","meenakshi sundararajan school of management, chennai","meenakshi-sundararajan-school-of-management,-chennai",institute
"Meera Bai Institute of Technology, Delhi","meera bai institute of technology, delhi","meera-bai-institute-of-technology,-delhi",institute
"Meerut Institute of Engineering and Technology, Meerut","meerut institute of engineering and technology, meerut","meerut-institute-of-engineering-and-technology,-meerut",institute
"Meerut Institute of Technology, Meerut","meerut institute of technology, meerut","meerut-institute-of-technology,-meerut",institute
"Meerut International Institute of Technology, Meerut","meerut international institute of technology, meerut","meerut-international-institute-of-technology,-meerut",institute
"Megha Institute of Engineering and Technology for Women, Ghatkesar","megha institute of engineering and technology for women, ghatkesar","megha-institute-of-engineering-and-technology-for-women,-ghatkesar",institute
"Meghnad Saha Institute of Technology, South 24 Parganas","meghnad saha institute of technology, south 24 parganas","meghnad-saha-institute-of-technology,-south-24-parganas",institute
"Mehr Chand Polytechnic College, Jalandhar","mehr chand polytechnic college, jalandhar","mehr-chand-polytechnic-college,-jalandhar",institute
"Mehsana Urban Institute of Sciences, Ganpat University, Mehsana","mehsana urban institute of sciences, ganpat university, mehsana","mehsana-urban-institute-of-sciences,-ganpat-university,-mehsana",institute
"MEI Polytechnic, Bangalore","mei polytechnic, bangalore","mei-polytechnic,-bangalore",institute
"Mekapati Rajamohan Reddy Institute of Technology and Science, Nellore","mekapati rajamohan reddy institute of technology and science, nellore","mekapati-rajamohan-reddy-institute-of-technology-and-science,-nellore",institute
"Memari Government Polytechnic, Memari","memari government polytechnic, memari","memari-government-polytechnic,-memari",institute
"Member Sree Narayana Pillai Institute of Management and Technology, Kollam","member sree narayana pillai institute of management and technology, kollam","member-sree-narayana-pillai-institute-of-management-and-technology,-kollam",institute
"Mentey Padmanabham College of Engineering and Technology, Bhimavaram","mentey padmanabham college of engineering and technology, bhimavaram","mentey-padmanabham-college-of-engineering-and-technology,-bhimavaram",institute
"Mepco Schlenk Engineering College, Sivakasi","mepco schlenk engineering college, sivakasi","mepco-schlenk-engineering-college,-sivakasi",institute
"MERC Institute of Management, Pune","merc institute of management, pune","merc-institute-of-management,-pune",institute
"Merchant Engineering College, Basna","merchant engineering college, basna","merchant-engineering-college,-basna",institute
"Merchant Institute of Diploma Studies, Mehsana","merchant institute of diploma studies, mehsana","merchant-institute-of-diploma-studies,-mehsana",institute
"Merchant Institute of Technology, Mehsana","merchant institute of technology, mehsana","merchant-institute-of-technology,-mehsana",institute
"Meredian College, Mangalore","meredian college, mangalore","meredian-college,-mangalore",institute
"MERI College of Engineering and Technology, Bahadurgarh","meri college of engineering and technology, bahadurgarh","meri-college-of-engineering-and-technology,-bahadurgarh",institute
"Merit Polytechnic College, Tirunelveli","merit polytechnic college, tirunelveli","merit-polytechnic-college,-tirunelveli",institute
"MES Abasaheb Garware College, Pune","mes abasaheb garware college, pune","mes-abasaheb-garware-college,-pune",institute
"MES Advanced Institute of Management and Technology, Aluva","mes advanced institute of management and technology, aluva","mes-advanced-institute-of-management-and-technology,-aluva",institute
"MES Asmabi College, Thrissur","mes asmabi college, thrissur","mes-asmabi-college,-thrissur",institute
"MES College of Architecture, Kakkodi","mes college of architecture, kakkodi","mes-college-of-architecture,-kakkodi",institute
