label,value,slug ,optionType
"Aryabhatta College of Management, Ajmer","aryabhatta college of management, ajmer","aryabhatta-college-of-management,-ajmer",institute
"Aryabhatta Institute of Engineering and Management, Durgapur","aryabhatta institute of engineering and management, durgapur","aryabhatta-institute-of-engineering-and-management,-durgapur",institute
"Aryabhatta International College of Technical Education, Ajmer","aryabhatta international college of technical education, ajmer","aryabhatta-international-college-of-technical-education,-ajmer",institute
"Aryabhatta Knowledge University, Patna","aryabhatta knowledge university, patna","aryabhatta-knowledge-university,-patna",institute
"Aryakul College of Management, Lucknow","aryakul college of management, lucknow","aryakul-college-of-management,-lucknow",institute
"Aryan Institute of Engineering and Technology Polytechnic, Cuttack","aryan institute of engineering and technology polytechnic, cuttack","aryan-institute-of-engineering-and-technology-polytechnic,-cuttack",institute
"Aryan Institute of Engineering and Technology, Bhubaneswar","aryan institute of engineering and technology, bhubaneswar","aryan-institute-of-engineering-and-technology,-bhubaneswar",institute
"Aryan Mukul Polytechnic College, Tonk","aryan mukul polytechnic college, tonk","aryan-mukul-polytechnic-college,-tonk",institute
"Aryan PG College, Sikar","aryan pg college, sikar","aryan-pg-college,-sikar",institute
"Aryan Polytechnic College, Ajmer","aryan polytechnic college, ajmer","aryan-polytechnic-college,-ajmer",institute
"Aryan Polytechnic College, Kota","aryan polytechnic college, kota","aryan-polytechnic-college,-kota",institute
"Aryanet Institute of Technology, Palakkad","aryanet institute of technology, palakkad","aryanet-institute-of-technology,-palakkad",institute
"Aryans Business School, Chandigarh","aryans business school, chandigarh","aryans-business-school,-chandigarh",institute
"Aryans College of Engineering, Patiala","aryans college of engineering, patiala","aryans-college-of-engineering,-patiala",institute
"Aryavart Institute of Technology and Management, Lucknow","aryavart institute of technology and management, lucknow","aryavart-institute-of-technology-and-management,-lucknow",institute
"AS Group of Institutions, Khanna","as group of institutions, khanna","as-group-of-institutions,-khanna",institute
"AS Patil College of Commerce, Vijayapur","as patil college of commerce, vijayapur","as-patil-college-of-commerce,-vijayapur",institute
"AS-Salam College of Engineering and Technology, Thanjavur","as-salam college of engineering and technology, thanjavur","as-salam-college-of-engineering-and-technology,-thanjavur",institute
"Asan Institute of Management, Chennai","asan institute of management, chennai","asan-institute-of-management,-chennai",institute
"Asan Memorial College of Arts and Science, Chennai","asan memorial college of arts and science, chennai","asan-memorial-college-of-arts-and-science,-chennai",institute
"Asan Memorial College of Engineering and Technology, Kancheepuram","asan memorial college of engineering and technology, kancheepuram","asan-memorial-college-of-engineering-and-technology,-kancheepuram",institute
"Asansol Engineering College, Asansol","asansol engineering college, asansol","asansol-engineering-college,-asansol",institute
"Asansol Institute of Engineering and Management, Asansol","asansol institute of engineering and management, asansol","asansol-institute-of-engineering-and-management,-asansol",institute
"ASBM University, Bhubaneswar","asbm university, bhubaneswar","asbm-university,-bhubaneswar",institute
"Ashok Institute of Engineering and Technology, Ahmednagar","ashok institute of engineering and technology, ahmednagar","ashok-institute-of-engineering-and-technology,-ahmednagar",institute
"Ashoka Business School, Hyderabad","ashoka business school, hyderabad","ashoka-business-school,-hyderabad",institute
"Ashoka Business School, Nashik","ashoka business school, nashik","ashoka-business-school,-nashik",institute
"Ashoka Institute of Engineering and Technology, Nalgonda","ashoka institute of engineering and technology, nalgonda","ashoka-institute-of-engineering-and-technology,-nalgonda",institute
"Ashoka Institute of Technology and Management, Rajnandgaon","ashoka institute of technology and management, rajnandgaon","ashoka-institute-of-technology-and-management,-rajnandgaon",institute
"Ashoka Institute of Technology and Management, Varanasi","ashoka institute of technology and management, varanasi","ashoka-institute-of-technology-and-management,-varanasi",institute
"Ashoka Polytechnic, Bangalore","ashoka polytechnic, bangalore","ashoka-polytechnic,-bangalore",institute
"Ashoka School of Planning and Architecture, Hyderabad","ashoka school of planning and architecture, hyderabad","ashoka-school-of-planning-and-architecture,-hyderabad",institute
Ashoka University,ashoka university,ashoka-university,institute
"Ashoka Women's Engineering College, Kurnool","ashoka women's engineering college, kurnool","ashoka-women's-engineering-college,-kurnool",institute
"Ashokrao Mane Group of Institutions, Kolhapur","ashokrao mane group of institutions, kolhapur","ashokrao-mane-group-of-institutions,-kolhapur",institute
"Ashokrao Mane Polytechnic, Vadgaon","ashokrao mane polytechnic, vadgaon","ashokrao-mane-polytechnic,-vadgaon",institute
"Ashtvinayak Institute of Technology, Kurukshetra","ashtvinayak institute of technology, kurukshetra","ashtvinayak-institute-of-technology,-kurukshetra",institute
"Asia Pacific Institute of Information Technology, Panipat","asia pacific institute of information technology, panipat","asia-pacific-institute-of-information-technology,-panipat",institute
"Asia Pacific Institute of Management, New Delhi","asia pacific institute of management, new delhi","asia-pacific-institute-of-management,-new-delhi",institute
"Asia School of Engineering and Management, Lucknow","asia school of engineering and management, lucknow","asia-school-of-engineering-and-management,-lucknow",institute
"Asian Academy of Film and Television, Noida","asian academy of film and television, noida","asian-academy-of-film-and-television,-noida",institute
"Asian Business School, Noida","asian business school, noida","asian-business-school,-noida",institute
"Asian College of Engineering and Technology, Coimbatore","asian college of engineering and technology, coimbatore","asian-college-of-engineering-and-technology,-coimbatore",institute
"Asian Educational Institute, Patiala","asian educational institute, patiala","asian-educational-institute,-patiala",institute
"Asian Institute of Communication and Research Business School, Raigad","asian institute of communication and research business school, raigad","asian-institute-of-communication-and-research-business-school,-raigad",institute
"Asian Institute of Management and Higher Studies, Kanpur","asian institute of management and higher studies, kanpur","asian-institute-of-management-and-higher-studies,-kanpur",institute
"Asian Institute of Management and Technology, Yamuna Nagar","asian institute of management and technology, yamuna nagar","asian-institute-of-management-and-technology,-yamuna-nagar",institute
"Asian Institute of Rural Technology, Kanpur Dehat","asian institute of rural technology, kanpur dehat","asian-institute-of-rural-technology,-kanpur-dehat",institute
"Asian Institute of Technology, Vadali","asian institute of technology, vadali","asian-institute-of-technology,-vadali",institute
"Asian School of Architecture and Design Innovations, Kochi","asian school of architecture and design innovations, kochi","asian-school-of-architecture-and-design-innovations,-kochi",institute
"Asian School of Business, Trivandrum","asian school of business, trivandrum","asian-school-of-business,-trivandrum",institute
"Asian School of Technology, Bhubaneswar","asian school of technology, bhubaneswar","asian-school-of-technology,-bhubaneswar",institute
"Asian Workers Development Institute, Rourkela","asian workers development institute, rourkela","asian-workers-development-institute,-rourkela",institute
"Asians Institute of Technology, Jaipur","asians institute of technology, jaipur","asians-institute-of-technology,-jaipur",institute
"Asiatic Institute of Science and Technology, Rajkot","asiatic institute of science and technology, rajkot","asiatic-institute-of-science-and-technology,-rajkot",institute
"Asifia College of Engineering and Technology, Hyderabad","asifia college of engineering and technology, hyderabad","asifia-college-of-engineering-and-technology,-hyderabad",institute
"ASK College of Technology and Management, Visakhapatnam","ask college of technology and management, visakhapatnam","ask-college-of-technology-and-management,-visakhapatnam",institute
"ASL Pauls College of Engineering and Technology, Coimbatore","asl pauls college of engineering and technology, coimbatore","asl-pauls-college-of-engineering-and-technology,-coimbatore",institute
"ASM Institute of Business Management and Research, Pune","asm institute of business management and research, pune","asm-institute-of-business-management-and-research,-pune",institute
"ASM Institute of Business Management, Pune","asm institute of business management, pune","asm-institute-of-business-management,-pune",institute
"ASM Polytechnic, Mathura","asm polytechnic, mathura","asm-polytechnic,-mathura",institute
"ASM's College of Commerce Science and Information Technology, Pune","asm's college of commerce science and information technology, pune","asm's-college-of-commerce-science-and-information-technology,-pune",institute
"ASM's Institute of International Business and Research, Pune","asm's institute of international business and research, pune","asm's-institute-of-international-business-and-research,-pune",institute
"ASMA Institute of Management, Pune","asma institute of management, pune","asma-institute-of-management,-pune",institute
"Asmita College of Architecture, Thane","asmita college of architecture, thane","asmita-college-of-architecture,-thane",institute
"ASN Women's Engineering College,Guntur","asn women's engineering college,guntur","asn-women's-engineering-college,guntur",institute
"Aspee College of Home Science and Nutrition, Gujarat","aspee college of home science and nutrition, gujarat","aspee-college-of-home-science-and-nutrition,-gujarat",institute
"Aspee Shakilam Agricultural Biotechnology Institute, Surat","aspee shakilam agricultural biotechnology institute, surat","aspee-shakilam-agricultural-biotechnology-institute,-surat",institute
"ASRA College of Engineering and Technology, Sangrur","asra college of engineering and technology, sangrur","asra-college-of-engineering-and-technology,-sangrur",institute
"ASRA Institute of Advanced Studies, Sangrur","asra institute of advanced studies, sangrur","asra-institute-of-advanced-studies,-sangrur",institute
"Assabah Arts and Science College, Malappuram","assabah arts and science college, malappuram","assabah-arts-and-science-college,-malappuram",institute
Assam Agricultural University,assam agricultural university,assam-agricultural-university,institute
"Assam Don Bosco University, Guwahati","assam don bosco university, guwahati","assam-don-bosco-university,-guwahati",institute
"Assam Down Town University, Guwahati","assam down town university, guwahati","assam-down-town-university,-guwahati",institute
"Assam Engineering College, Guwahati","assam engineering college, guwahati","assam-engineering-college,-guwahati",institute
"Assam Engineering Institute, Guwahati","assam engineering institute, guwahati","assam-engineering-institute,-guwahati",institute
"Assam Institute of Management, Guwahati","assam institute of management, guwahati","assam-institute-of-management,-guwahati",institute
Assam Rajiv Gandhi University of Cooperative Management,assam rajiv gandhi university of cooperative management,assam-rajiv-gandhi-university-of-cooperative-management,institute
Assam Science and Technology University,assam science and technology university,assam-science-and-technology-university,institute
"Assam Textile Institute, Kamrup","assam textile institute, kamrup","assam-textile-institute,-kamrup",institute
"Assam Women's University, Jorhat","assam women's university, jorhat","assam-women's-university,-jorhat",institute
"Astha School of Management, Bhubaneswar","astha school of management, bhubaneswar","astha-school-of-management,-bhubaneswar",institute
"Astral Institute of Management Studies, Bhubaneswar","astral institute of management studies, bhubaneswar","astral-institute-of-management-studies,-bhubaneswar",institute
"Astral Institute of Technology and Research, Indore","astral institute of technology and research, indore","astral-institute-of-technology-and-research,-indore",institute
"Asutosh College, Kolkata","asutosh college, kolkata","asutosh-college,-kolkata",institute
"Atal Bihari Vajpayee Government Institute of Engineering and Technology, Pragatinagar","atal bihari vajpayee government institute of engineering and technology, pragatinagar","atal-bihari-vajpayee-government-institute-of-engineering-and-technology,-pragatinagar",institute
"Atal Bihari Vajpayee Hindi Vishwavidyalaya, Bhopal","atal bihari vajpayee hindi vishwavidyalaya, bhopal","atal-bihari-vajpayee-hindi-vishwavidyalaya,-bhopal",institute
"Atal Bihari Vajpayee Indian Institute of Information Technology and Management, ABV IIITM, Gwalior","atal bihari vajpayee indian institute of information technology and management, abv iiitm, gwalior","atal-bihari-vajpayee-indian-institute-of-information-technology-and-management,-abv-iiitm,-gwalior",institute
"Atal Bihari Vajpayee Vishwavidyalaya, Bilaspur","atal bihari vajpayee vishwavidyalaya, bilaspur","atal-bihari-vajpayee-vishwavidyalaya,-bilaspur",institute
"Atharva College of Engineering, Malad","atharva college of engineering, malad","atharva-college-of-engineering,-malad",institute
"Atharva College of Hotel Management and Catering Technology, Malad West","atharva college of hotel management and catering technology, malad west","atharva-college-of-hotel-management-and-catering-technology,-malad-west",institute
"Atharva Institute of Management Studies, Malad","atharva institute of management studies, malad","atharva-institute-of-management-studies,-malad",institute
"Athena School of Management, Mumbai","athena school of management, mumbai","athena-school-of-management,-mumbai",institute
"Atma College, Bangalore","atma college, bangalore","atma-college,-bangalore",institute
"Atma Ram Sanatan Dharma College, New Delhi","atma ram sanatan dharma college, new delhi","atma-ram-sanatan-dharma-college,-new-delhi",institute
"Atmakur Engineering College, Nellore","atmakur engineering college, nellore","atmakur-engineering-college,-nellore",institute
"ATME College of Engineering, Mysore","atme college of engineering, mysore","atme-college-of-engineering,-mysore",institute
"Atmiya Institute of Technology and Science for Diploma Studies, Rajkot","atmiya institute of technology and science for diploma studies, rajkot","atmiya-institute-of-technology-and-science-for-diploma-studies,-rajkot",institute
"Atmiya Institute of Technology and Science, Rajkot","atmiya institute of technology and science, rajkot","atmiya-institute-of-technology-and-science,-rajkot",institute
"Atmiya University, Rajkot","atmiya university, rajkot","atmiya-university,-rajkot",institute
"ATMS Group of Institutions, Hapur","atms group of institutions, hapur","atms-group-of-institutions,-hapur",institute
"Atria Institute of Technology, Bangalore","atria institute of technology, bangalore","atria-institute-of-technology,-bangalore",institute
"Atul Polytechnic, Mansa","atul polytechnic, mansa","atul-polytechnic,-mansa",institute
"Auden Technology and Management Academy, Bangalore","auden technology and management academy, bangalore","auden-technology-and-management-academy,-bangalore",institute
"Audisankara College of Engineering and Technology, Gudur","audisankara college of engineering and technology, gudur","audisankara-college-of-engineering-and-technology,-gudur",institute
"Audisankara College of Engineering and Technology, Kodavalur","audisankara college of engineering and technology, kodavalur","audisankara-college-of-engineering-and-technology,-kodavalur",institute
"Audisankara College of Engineering for Women, Gudur","audisankara college of engineering for women, gudur","audisankara-college-of-engineering-for-women,-gudur",institute
"Audisankara Institute of Technology, Gudur","audisankara institute of technology, gudur","audisankara-institute-of-technology,-gudur",institute
"Audyogik Shikshan Mandals Institute of Professional Studies, Pune","audyogik shikshan mandals institute of professional studies, pune","audyogik-shikshan-mandals-institute-of-professional-studies,-pune",institute
"Aum Sai Institute of Technical Education, Berhampur","aum sai institute of technical education, berhampur","aum-sai-institute-of-technical-education,-berhampur",institute
"Aurangabad College of Engineering, Aurangabad","aurangabad college of engineering, aurangabad","aurangabad-college-of-engineering,-aurangabad",institute
"Auro University, Surat","auro university, surat","auro-university,-surat",institute
"Aurobindo College of Business Management, Ibrahimpatnam","aurobindo college of business management, ibrahimpatnam","aurobindo-college-of-business-management,-ibrahimpatnam",institute
"Aurobindo College of Computer Science, Olive PG College, Ibrahimpatnam","aurobindo college of computer science, olive pg college, ibrahimpatnam","aurobindo-college-of-computer-science,-olive-pg-college,-ibrahimpatnam",institute
"Aurobindo Institute of Engineering and Technology, Hyderabad","aurobindo institute of engineering and technology, hyderabad","aurobindo-institute-of-engineering-and-technology,-hyderabad",institute
"Aurora's Business School, Hyderabad","aurora's business school, hyderabad","aurora's-business-school,-hyderabad",institute
"Aurora's Design Academy, Hyderabad","aurora's design academy, hyderabad","aurora's-design-academy,-hyderabad",institute
"Aurora's Engineering College, Nalgonda","aurora's engineering college, nalgonda","aurora's-engineering-college,-nalgonda",institute
"Aurora's PG College, Moosarambagh","aurora's pg college, moosarambagh","aurora's-pg-college,-moosarambagh",institute
"Aurora's PG College, Panjagutta","aurora's pg college, panjagutta","aurora's-pg-college,-panjagutta",institute
"Aurora's Post Graduate College MBA, Ramanthapur","aurora's post graduate college mba, ramanthapur","aurora's-post-graduate-college-mba,-ramanthapur",institute
"Aurora's Post Graduate College MBA, Uppal","aurora's post graduate college mba, uppal","aurora's-post-graduate-college-mba,-uppal",institute
"Aurora's Post Graduate College MCA, Ramanthapur","aurora's post graduate college mca, ramanthapur","aurora's-post-graduate-college-mca,-ramanthapur",institute
"Aurora's Research and Technological Institute, Warangal","aurora's research and technological institute, warangal","aurora's-research-and-technological-institute,-warangal",institute
"Aurora's Scientific and Technological Institute, Ghatkesar","aurora's scientific and technological institute, ghatkesar","aurora's-scientific-and-technological-institute,-ghatkesar",institute
"Aurora's Scientific Technological and Research Academy, Hyderabad","aurora's scientific technological and research academy, hyderabad","aurora's-scientific-technological-and-research-academy,-hyderabad",institute
"Aurora's Seethaiah Engineering College, Nalgonda","aurora's seethaiah engineering college, nalgonda","aurora's-seethaiah-engineering-college,-nalgonda",institute
"Aurora's Technological and Management Academy, Hyderabad","aurora's technological and management academy, hyderabad","aurora's-technological-and-management-academy,-hyderabad",institute
"Aurora's Technological and Research Institute, Hyderabad","aurora's technological and research institute, hyderabad","aurora's-technological-and-research-institute,-hyderabad",institute
"Aurora's Technological Institute, Chikkadpally","aurora's technological institute, chikkadpally","aurora's-technological-institute,-chikkadpally",institute
"Aurora's Technological Institute, Ranga Reddy","aurora's technological institute, ranga reddy","aurora's-technological-institute,-ranga-reddy",institute
"Auroras Design Institute, Hyderabad","auroras design institute, hyderabad","auroras-design-institute,-hyderabad",institute
"Aurous Institute of Management, Barabanki","aurous institute of management, barabanki","aurous-institute-of-management,-barabanki",institute
"Aurum Institute of Technology, Rajkot","aurum institute of technology, rajkot","aurum-institute-of-technology,-rajkot",institute
"Auxilium College, Vellore","auxilium college, vellore","auxilium-college,-vellore",institute
"AV College of Arts Science and Commerce, Hyderabad","av college of arts science and commerce, hyderabad","av-college-of-arts-science-and-commerce,-hyderabad",institute
"AV Parekh Technical Institute, Rajkot","av parekh technical institute, rajkot","av-parekh-technical-institute,-rajkot",institute
"Avalon Business School, Visakhapatnam","avalon business school, visakhapatnam","avalon-business-school,-visakhapatnam",institute
"Avani Institute of Design, Calicut","avani institute of design, calicut","avani-institute-of-design,-calicut",institute
"Avanthi Degree and PG Colleges, Hyderabad","avanthi degree and pg colleges, hyderabad","avanthi-degree-and-pg-colleges,-hyderabad",institute
"Avanthi Institute of Engineering and Technology, Bhogapuram","avanthi institute of engineering and technology, bhogapuram","avanthi-institute-of-engineering-and-technology,-bhogapuram",institute
"Avanthi Institute of Engineering and Technology, Hayathnagar","avanthi institute of engineering and technology, hayathnagar","avanthi-institute-of-engineering-and-technology,-hayathnagar",institute
"Avanthi Institute of Engineering and Technology, Visakhapatnam","avanthi institute of engineering and technology, visakhapatnam","avanthi-institute-of-engineering-and-technology,-visakhapatnam",institute
"Avanthi's Research and Technological Academy, Bhogapuram","avanthi's research and technological academy, bhogapuram","avanthi's-research-and-technological-academy,-bhogapuram",institute
"Avanthi's Scientific Technological and Research Academy, Hayathnagar","avanthi's scientific technological and research academy, hayathnagar","avanthi's-scientific-technological-and-research-academy,-hayathnagar",institute
"Avanthi's Sri Gnaneswari Research and Technological Academy for Women, Bhogapuram","avanthi's sri gnaneswari research and technological academy for women, bhogapuram","avanthi's-sri-gnaneswari-research-and-technological-academy-for-women,-bhogapuram",institute
"Avanthis Polytechnic College, Vizianagaram","avanthis polytechnic college, vizianagaram","avanthis-polytechnic-college,-vizianagaram",institute
"Avanthis Post Graduate and Research Academy, Hayathnagar","avanthis post graduate and research academy, hayathnagar","avanthis-post-graduate-and-research-academy,-hayathnagar",institute
"Avanthis St Theressa Institute of Engineering and Technology, Garividi","avanthis st theressa institute of engineering and technology, garividi","avanthis-st-theressa-institute-of-engineering-and-technology,-garividi",institute
"Avantika University, Ujjain","avantika university, ujjain","avantika-university,-ujjain",institute
"AVC College of Engineering, Nagapattinam","avc college of engineering, nagapattinam","avc-college-of-engineering,-nagapattinam",institute
"AVC College, Mayiladuthurai","avc college, mayiladuthurai","avc-college,-mayiladuthurai",institute
"Ave Stella Maris College, Ernakulam","ave stella maris college, ernakulam","ave-stella-maris-college,-ernakulam",institute
"Avinashilingam Institute for Home Science and Higher Education for Women, Coimbatore","avinashilingam institute for home science and higher education for women, coimbatore","avinashilingam-institute-for-home-science-and-higher-education-for-women,-coimbatore",institute
Avinashilingam University,avinashilingam university,avinashilingam-university,institute
"AVN Institute of Engineering and Technology, Hyderabad","avn institute of engineering and technology, hyderabad","avn-institute-of-engineering-and-technology,-hyderabad",institute
"AVR and SVR College of Engineering and Technology, Kurnool","avr and svr college of engineering and technology, kurnool","avr-and-svr-college-of-engineering-and-technology,-kurnool",institute
"AVS College of Arts and Science, Salem","avs college of arts and science, salem","avs-college-of-arts-and-science,-salem",institute
"AVS College of Engineering and Technology, Nellore","avs college of engineering and technology, nellore","avs-college-of-engineering-and-technology,-nellore",institute
"AVS College of Technology, Salem","avs college of technology, salem","avs-college-of-technology,-salem",institute
"AVS Engineering College, Salem","avs engineering college, salem","avs-engineering-college,-salem",institute
"Avvaiyar College of Engineering and Technology For Women, Thiruvandarkoil","avvaiyar college of engineering and technology for women, thiruvandarkoil","avvaiyar-college-of-engineering-and-technology-for-women,-thiruvandarkoil",institute
"AVVM Sri Pushpam College, A Veeriya Vandayar Memorial Sri Pushpam College","avvm sri pushpam college, a veeriya vandayar memorial sri pushpam college","avvm-sri-pushpam-college,-a-veeriya-vandayar-memorial-sri-pushpam-college",institute
"Awadh College of Architecture, Jamshedpur","awadh college of architecture, jamshedpur","awadh-college-of-architecture,-jamshedpur",institute
Awadhesh Pratap Singh University,awadhesh pratap singh university,awadhesh-pratap-singh-university,institute
"AWH Engineering College, Kozhikode","awh engineering college, kozhikode","awh-engineering-college,-kozhikode",institute
"AWH Polytechnic College, Kozhikode","awh polytechnic college, kozhikode","awh-polytechnic-college,-kozhikode",institute
"AWH Special College, Calicut","awh special college, calicut","awh-special-college,-calicut",institute
"Axis Business School, Kanpur","axis business school, kanpur","axis-business-school,-kanpur",institute
"Axis College of Engineering and Technology, Thrissur","axis college of engineering and technology, thrissur","axis-college-of-engineering-and-technology,-thrissur",institute
"Axis Institute of Architecture, Kanpur","axis institute of architecture, kanpur","axis-institute-of-architecture,-kanpur",institute
"Axis Institute of Diploma Engineering, Maharajpur","axis institute of diploma engineering, maharajpur","axis-institute-of-diploma-engineering,-maharajpur",institute
"Axis Institute of Planning and Management, Kanpur","axis institute of planning and management, kanpur","axis-institute-of-planning-and-management,-kanpur",institute
"Axis Institute of Technology and Management, Kanpur","axis institute of technology and management, kanpur","axis-institute-of-technology-and-management,-kanpur",institute
"AY Dadabhai Technical Institute, Surat","ay dadabhai technical institute, surat","ay-dadabhai-technical-institute,-surat",institute
"Ayaan College of Engineering and Technology, Ranga Reddy","ayaan college of engineering and technology, ranga reddy","ayaan-college-of-engineering-and-technology,-ranga-reddy",institute
Ayush and Health Sciences University of Chhattisgarh,ayush and health sciences university of chhattisgarh,ayush-and-health-sciences-university-of-chhattisgarh,institute
Ayya Nadar Janaki Ammal College (ANJAC College),ayya nadar janaki ammal college (anjac college),ayya-nadar-janaki-ammal-college-(anjac-college),institute
"Ayya Nadar Janaki Ammal Polytechnic College, Sivakasi","ayya nadar janaki ammal polytechnic college, sivakasi","ayya-nadar-janaki-ammal-polytechnic-college,-sivakasi",institute
"Ayyappa Polytechnic College, Cuddalore","ayyappa polytechnic college, cuddalore","ayyappa-polytechnic-college,-cuddalore",institute
"Azad College of Engineering and Technology, Hyderabad","azad college of engineering and technology, hyderabad","azad-college-of-engineering-and-technology,-hyderabad",institute
"Azad College of Engineering for Women, Hyderabad","azad college of engineering for women, hyderabad","azad-college-of-engineering-for-women,-hyderabad",institute
"Azad Institute of Engineering and Technology, Lucknow","azad institute of engineering and technology, lucknow","azad-institute-of-engineering-and-technology,-lucknow",institute
"Azad Polytechnic College, Lucknow","azad polytechnic college, lucknow","azad-polytechnic-college,-lucknow",institute
"Azad Polytechnic, Azamgarh","azad polytechnic, azamgarh","azad-polytechnic,-azamgarh",institute
Azim Premji University,azim premji university,azim-premji-university,institute
"Azmet College of Engineering and Technology, Kishanganj","azmet college of engineering and technology, kishanganj","azmet-college-of-engineering-and-technology,-kishanganj",institute
"Azmet Institute of Technology, Kishanganj","azmet institute of technology, kishanganj","azmet-institute-of-technology,-kishanganj",institute
"B K Birla Institute of Engineering and Technology, Pilani","b k birla institute of engineering and technology, pilani","b-k-birla-institute-of-engineering-and-technology,-pilani",institute
B.S. Abdur Rahman Crescent Institute of Science and Technology,b.s. abdur rahman crescent institute of science and technology,b.s.-abdur-rahman-crescent-institute-of-science-and-technology,institute
"BA College of Engineering and Technology, East Singhbhum","ba college of engineering and technology, east singhbhum","ba-college-of-engineering-and-technology,-east-singhbhum",institute
"BA Ramaiah Polytechnic, Rajanagaram","ba ramaiah polytechnic, rajanagaram","ba-ramaiah-polytechnic,-rajanagaram",institute
"Baba Banda Singh Bahadur Engineering College, Fatehgarh Sahib","baba banda singh bahadur engineering college, fatehgarh sahib","baba-banda-singh-bahadur-engineering-college,-fatehgarh-sahib",institute
"Baba Banda Singh Bahadur Global Polytechnic College, Moga","baba banda singh bahadur global polytechnic college, moga","baba-banda-singh-bahadur-global-polytechnic-college,-moga",institute
"Baba Banda Singh Bahadur Polytechnic College, Fatehgarh Sahib","baba banda singh bahadur polytechnic college, fatehgarh sahib","baba-banda-singh-bahadur-polytechnic-college,-fatehgarh-sahib",institute
"Baba Bindeshwari Singh Institute of Technology and Management, Varanasi","baba bindeshwari singh institute of technology and management, varanasi","baba-bindeshwari-singh-institute-of-technology-and-management,-varanasi",institute
"Baba Farid College of Engineering and Technology, Bathinda","baba farid college of engineering and technology, bathinda","baba-farid-college-of-engineering-and-technology,-bathinda",institute
"Baba Farid College of Management and Technology, Bathinda","baba farid college of management and technology, bathinda","baba-farid-college-of-management-and-technology,-bathinda",institute
"Baba Farid College, Bathinda","baba farid college, bathinda","baba-farid-college,-bathinda",institute
Baba Farid University of Health Sciences,baba farid university of health sciences,baba-farid-university-of-health-sciences,institute
Baba Ghulam Shah Badhshah University,baba ghulam shah badhshah university,baba-ghulam-shah-badhshah-university,institute
"Baba Hira Singh Bhattal Institute of Engineering and Technology, Lehragaga","baba hira singh bhattal institute of engineering and technology, lehragaga","baba-hira-singh-bhattal-institute-of-engineering-and-technology,-lehragaga",institute
"Baba Institute of Technology and Sciences, Visakhapatnam","baba institute of technology and sciences, visakhapatnam","baba-institute-of-technology-and-sciences,-visakhapatnam",institute
"Baba Kadhera Singh College of Engineering and Technology, Mathura","baba kadhera singh college of engineering and technology, mathura","baba-kadhera-singh-college-of-engineering-and-technology,-mathura",institute
"Baba Kheta Nath Government Polytechnic, Narnaul","baba kheta nath government polytechnic, narnaul","baba-kheta-nath-government-polytechnic,-narnaul",institute
"Baba Kuma Singh Ji Engineering College, Amritsar","baba kuma singh ji engineering college, amritsar","baba-kuma-singh-ji-engineering-college,-amritsar",institute
"Baba Mastnath University, Rohtak","baba mastnath university, rohtak","baba-mastnath-university,-rohtak",institute
"Baba Ramdal Surajdev Polytechnic College, Ballia","baba ramdal surajdev polytechnic college, ballia","baba-ramdal-surajdev-polytechnic-college,-ballia",institute
"Baba Sahab Dr Bhim Rao Ambedkar College of Agricultural Engineering and Technology, Etawah","baba sahab dr bhim rao ambedkar college of agricultural engineering and technology, etawah","baba-sahab-dr-bhim-rao-ambedkar-college-of-agricultural-engineering-and-technology,-etawah",institute
"Baba Saheb Ambedkar Institute of Technology and Management, Faridabad","baba saheb ambedkar institute of technology and management, faridabad","baba-saheb-ambedkar-institute-of-technology-and-management,-faridabad",institute
"Baba Saheb Ambedkar Polytechnic, Mathura","baba saheb ambedkar polytechnic, mathura","baba-saheb-ambedkar-polytechnic,-mathura",institute
"Baba Saheb Ambedkar Polytechnic, New Delhi","baba saheb ambedkar polytechnic, new delhi","baba-saheb-ambedkar-polytechnic,-new-delhi",institute
"Baba Saheb Ambedkar Technical Education Society, New Delhi","baba saheb ambedkar technical education society, new delhi","baba-saheb-ambedkar-technical-education-society,-new-delhi",institute
"Baba Saheb Dr Bhimrao Ambedkar Government Polytechnic, Haidarpur","baba saheb dr bhimrao ambedkar government polytechnic, haidarpur","baba-saheb-dr-bhimrao-ambedkar-government-polytechnic,-haidarpur",institute
"Babaria Institute of Technology, Vadodara","babaria institute of technology, vadodara","babaria-institute-of-technology,-vadodara",institute
"Babasaheb Ambedkar Government Polytechnic, Tehatta","babasaheb ambedkar government polytechnic, tehatta","babasaheb-ambedkar-government-polytechnic,-tehatta",institute
"Babasaheb Bhimrao Ambedkar Bihar University, BRABU Muzaffarpur","babasaheb bhimrao ambedkar bihar university, brabu muzaffarpur","babasaheb-bhimrao-ambedkar-bihar-university,-brabu-muzaffarpur",institute
Babasaheb Bhimrao Ambedkar University,babasaheb bhimrao ambedkar university,babasaheb-bhimrao-ambedkar-university,institute
"Babasaheb Bhimrao Ambedkar University, BBAU Lucknow","babasaheb bhimrao ambedkar university, bbau lucknow","babasaheb-bhimrao-ambedkar-university,-bbau-lucknow",institute
"Babasaheb Gawde Institute of Management Studies, Mumbai","babasaheb gawde institute of management studies, mumbai","babasaheb-gawde-institute-of-management-studies,-mumbai",institute
"Babasaheb Gawde Institute of Technology, Mumbai","babasaheb gawde institute of technology, mumbai","babasaheb-gawde-institute-of-technology,-mumbai",institute
