label,value,slug ,optionType
Production Engineering,production engineering,production-engineering,specialization
Professional Ethics,professional ethics,professional-ethics,specialization
Property Law,property law,property-law,specialization
Prosthodontics,prosthodontics,prosthodontics,specialization
Psychiatric Nursing,psychiatric nursing,psychiatric-nursing,specialization
Psychiatry,psychiatry,psychiatry,specialization
Psychological Counselling,psychological counselling,psychological-counselling,specialization
Psychology,psychology,psychology,specialization
Public Administration,public administration,public-administration,specialization
Public Health,public health,public-health,specialization
Public Policy,public policy,public-policy,specialization
Pulmonary Medicine,pulmonary medicine,pulmonary-medicine,specialization
Punjabi,punjabi,punjabi,specialization
Radiodiagnosis,radiodiagnosis,radiodiagnosis,specialization
Radiotherapy,radiotherapy,radiotherapy,specialization
Regenerative Medicine,regenerative medicine,regenerative-medicine,specialization
Regional Planning,regional planning,regional-planning,specialization
Remote Sensing and GIS,remote sensing and gis,remote-sensing-and-gis,specialization
Renewable Energy,renewable energy,renewable-energy,specialization
Resource Management,resource management,resource-management,specialization
Respiratory Medicine,respiratory medicine,respiratory-medicine,specialization
Respiratory Therapy,respiratory therapy,respiratory-therapy,specialization
Retail,retail,retail,specialization
Rheumatology,rheumatology,rheumatology,specialization
Robotics Engineering,robotics engineering,robotics-engineering,specialization
Rubber Technology,rubber technology,rubber-technology,specialization
Rural Development,rural development,rural-development,specialization
Rural Health,rural health,rural-health,specialization
Rural Studies,rural studies,rural-studies,specialization
Safety and Fire Engineering,safety and fire engineering,safety-and-fire-engineering,specialization
Sanskrit,sanskrit,sanskrit,specialization
Science and Technology Communication,science and technology communication,science-and-technology-communication,specialization
Sculpture,sculpture,sculpture,specialization
Seed Science and Technology,seed science and technology,seed-science-and-technology,specialization
Sericulture,sericulture,sericulture,specialization
Service Industry Management,service industry management,service-industry-management,specialization
Signal Processing,signal processing,signal-processing,specialization
Silk Technology,silk technology,silk-technology,specialization
Social Entrepreneurship,social entrepreneurship,social-entrepreneurship,specialization
Social Work,social work,social-work,specialization
Sociology,sociology,sociology,specialization
Software Engineering,software engineering,software-engineering,specialization
Software System,software system,software-system,specialization
Soil and Water Conservation,soil and water conservation,soil-and-water-conservation,specialization
Space Technology,space technology,space-technology,specialization
Speech Language Pathology,speech language pathology,speech-language-pathology,specialization
Sports Management,sports management,sports-management,specialization
Sports Medicine,sports medicine,sports-medicine,specialization
Sports Science,sports science,sports-science,specialization
Statistics,statistics,statistics,specialization
Stem Cell and Tissue Engineering,stem cell and tissue engineering,stem-cell-and-tissue-engineering,specialization
Strategic Human Resources,strategic human resources,strategic-human-resources,specialization
Strategic Operations Management,strategic operations management,strategic-operations-management,specialization
Sugar Technology,sugar technology,sugar-technology,specialization
Supply Chain Management,supply chain management,supply-chain-management,specialization
Surgery,surgery,surgery,specialization
Sustainable Architecture,sustainable architecture,sustainable-architecture,specialization
Sustainable Development,sustainable development,sustainable-development,specialization
System Administration and Networking,system administration and networking,system-administration-and-networking,specialization
Tamil,tamil,tamil,specialization
Taxation,taxation,taxation,specialization
Telecommunication Engineering,telecommunication engineering,telecommunication-engineering,specialization
Telugu,telugu,telugu,specialization
Textile Design,textile design,textile-design,specialization
Textile Engineering,textile engineering,textile-engineering,specialization
Thermal Power Engineering,thermal power engineering,thermal-power-engineering,specialization
Town and Country Planning,town and country planning,town-and-country-planning,specialization
Toxicology,toxicology,toxicology,specialization
Transportation Engineering,transportation engineering,transportation-engineering,specialization
Transportation Management,transportation management,transportation-management,specialization
Traumatology and Surgery,traumatology and surgery,traumatology-and-surgery,specialization
Travel and Tourism,travel and tourism,travel-and-tourism,specialization
Tropical Medicine,tropical medicine,tropical-medicine,specialization
Unani,unani,unani,specialization
Urban and Regional Planning,urban and regional planning,urban-and-regional-planning,specialization
Urban Design,urban design,urban-design,specialization
Urdu,urdu,urdu,specialization
Veterinary Medicine,veterinary medicine,veterinary-medicine,specialization
Veterinary Microbiology,veterinary microbiology,veterinary-microbiology,specialization
Veterinary Pharmacology and Toxicology,veterinary pharmacology and toxicology,veterinary-pharmacology-and-toxicology,specialization
Veterinary Physiology,veterinary physiology,veterinary-physiology,specialization
Veterinary Public Health,veterinary public health,veterinary-public-health,specialization
Virology,virology,virology,specialization
Visual Communication,visual communication,visual-communication,specialization
VLSI System Design,vlsi system design,vlsi-system-design,specialization
Water Management,water management,water-management,specialization
Water Resources Engineering,water resources engineering,water-resources-engineering,specialization
Wildlife Sciences,wildlife sciences,wildlife-sciences,specialization
Wood Science and Technology,wood science and technology,wood-science-and-technology,specialization
Yoga and Management,yoga and management,yoga-and-management,specialization
Zoology,zoology,zoology,specialization
